iq,prev_sem_result,cgpa,academic_performance,internship_experience,extra_curricular_score,communication_skills,projects_completed,cgpa_bucket,has_internship,academic_score,skill_score
143,6.23,5.94,5,Yes,10,5,5,low,1,5.492000000000001,20
74,9.67,9.8,7,No,0,6,1,high,0,8.068000000000001,7
115,8.78,8.44,9,No,4,8,2,high,0,8.911999999999999,14
97,8.95,8.64,4,Yes,1,2,3,high,1,5.98,6
111,5.52,5.65,2,No,2,10,1,low,0,3.4079999999999995,13
106,9.18,9.67,3,Yes,7,9,3,high,1,5.4719999999999995,19
89,7.04,7.43,7,Yes,9,10,5,medium,1,7.016,24
103,6.31,6.4,8,Yes,7,5,2,medium,1,7.324,14
72,7.88,7.92,5,Yes,9,4,4,high,1,6.152,17
109,9.11,9.61,3,Yes,1,8,5,high,1,5.444,14
104,8.89,8.94,1,No,7,4,1,high,0,4.156000000000001,12
109,9.45,9.37,10,No,10,2,0,high,0,9.78,12
115,9.64,10.05,1,No,8,5,4,,0,4.456,17
105,6.19,5.92,2,No,9,5,5,low,0,3.676,19
102,7.12,6.72,5,No,9,4,0,medium,0,5.848000000000001,13
86,5.07,5.2,3,Yes,5,3,4,low,1,3.828,12
89,9.4,9.0,7,No,0,5,4,high,0,7.960000000000001,9
117,5.77,5.64,2,No,10,9,2,low,0,3.508,21
121,9.31,9.23,2,No,10,9,1,high,0,4.924,20
96,6.65,6.7,3,No,2,9,5,medium,0,4.46,16
100,6.84,7.33,1,No,4,6,5,medium,0,3.3360000000000003,15
86,5.2,4.92,2,No,2,8,5,low,0,3.2800000000000002,15
117,6.63,6.51,5,Yes,2,1,3,medium,1,5.652,6
109,9.44,9.07,3,No,8,1,2,high,0,5.576,11
129,5.13,5.24,10,Yes,4,7,3,low,1,8.052,14
86,7.03,7.26,6,Yes,7,5,4,medium,1,6.412,16
94,5.16,5.14,2,No,6,2,0,low,0,3.2640000000000002,8
103,6.85,6.6,8,No,3,4,3,medium,0,7.54,10
109,5.86,5.98,4,No,2,4,0,low,0,4.744,6
96,6.26,6.3,3,No,2,6,3,medium,0,4.304,11
86,9.39,9.06,5,Yes,10,8,0,high,1,6.756,18
113,7.18,7.09,8,No,1,3,2,medium,0,7.672,6
110,6.37,6.31,9,Yes,4,7,3,medium,1,7.9479999999999995,14
86,7.95,8.43,1,No,1,2,2,high,0,3.7800000000000002,5
120,5.71,6.06,4,No,1,9,2,medium,0,4.684,12
117,6.3,6.53,6,No,3,7,0,medium,0,6.119999999999999,10
102,7.73,8.12,6,No,5,1,3,high,0,6.692,9
101,6.19,6.43,9,Yes,5,4,3,medium,1,7.8759999999999994,12
108,8.4,8.8,1,No,7,2,1,high,0,3.9600000000000004,10
87,7.46,7.01,5,No,10,10,0,medium,0,5.984,20
100,8.86,8.82,10,Yes,5,5,3,high,1,9.544,13
67,9.74,9.99,1,No,5,9,4,high,0,4.496,18
113,5.58,5.66,6,No,3,3,1,low,0,5.832,7
76,6.67,6.35,9,Yes,4,5,3,medium,1,8.068,12
122,6.6,6.44,4,No,10,10,0,medium,0,5.04,20
95,5.76,5.58,10,No,6,2,5,low,0,8.304,13
96,9.05,8.81,10,Yes,9,4,4,high,1,9.620000000000001,17
90,8.8,8.64,9,No,10,2,3,high,0,8.92,15
95,7.42,7.43,3,No,8,8,2,medium,0,4.768,18
121,7.69,8.04,7,No,3,7,2,high,0,7.276000000000001,12
62,5.3,5.54,5,No,9,7,4,low,0,5.12,20
119,7.78,8.12,10,No,0,7,4,high,0,9.112,11
105,8.96,9.34,1,No,5,9,4,high,0,4.184,18
81,7.87,7.79,7,Yes,1,2,4,high,1,7.348000000000001,7
83,6.33,6.18,8,No,10,6,0,medium,0,7.332,16
125,8.34,7.9,6,Yes,6,4,2,high,1,6.936,12
85,6.81,7.24,1,No,5,10,3,medium,0,3.3240000000000003,18
82,7.72,7.29,9,No,8,6,3,medium,0,8.488,17
117,7.44,7.68,7,Yes,5,9,2,high,1,7.176,16
105,6.91,6.79,6,No,5,1,3,medium,0,6.364,9
85,8.59,9.04,4,No,3,2,5,high,0,5.836,10
103,9.42,9.34,3,No,8,6,2,high,0,5.568,16
84,5.03,5.35,4,Yes,2,7,5,low,1,4.412,14
116,9.67,9.45,1,No,0,3,5,high,0,4.468,8
115,7.56,7.36,9,No,10,1,1,medium,0,8.424,12
107,8.5,8.6,2,No,9,7,2,high,0,4.6000000000000005,18
105,9.28,9.78,2,No,7,2,3,high,0,4.912,12
126,7.34,7.36,3,No,7,6,1,medium,0,4.736,14
99,9.17,9.61,1,No,10,4,3,high,0,4.268,17
82,5.89,6.18,10,No,0,10,0,medium,0,8.356,10
106,5.8,6.1,3,Yes,8,4,5,medium,1,4.119999999999999,17
131,8.29,8.23,4,No,1,9,3,high,0,5.715999999999999,13
84,9.35,9.24,9,No,5,7,1,high,0,9.14,13
94,9.46,9.15,5,No,8,1,2,high,0,6.784000000000001,11
106,8.22,8.68,6,No,5,4,3,high,0,6.888,12
99,7.63,8.09,1,No,6,10,2,high,0,3.652,18
85,6.66,6.91,3,Yes,8,6,3,medium,1,4.464,17
116,9.9,9.7,7,Yes,4,2,4,high,1,8.16,10
134,6.6,6.35,7,No,0,4,5,medium,0,6.84,9
102,8.72,9.21,10,Yes,8,2,3,high,1,9.488,13
86,7.66,7.23,1,Yes,9,1,5,medium,1,3.664,15
76,8.04,8.38,9,No,6,1,4,high,0,8.616,11
103,6.97,6.83,1,No,7,9,3,medium,0,3.3880000000000003,19
116,9.82,9.74,7,No,1,9,3,high,0,8.128,13
107,7.86,8.19,2,No,4,4,4,high,0,4.344,12
99,9.69,9.28,9,No,7,8,5,high,0,9.276,20
91,5.04,4.89,9,Yes,6,10,5,low,1,7.4159999999999995,21
83,7.86,8.31,9,No,6,7,0,high,0,8.544,13
112,8.59,8.79,4,No,3,5,2,high,0,5.836,10
113,8.73,8.98,6,No,1,10,1,high,0,7.0920000000000005,12
76,9.52,9.78,2,No,9,2,5,high,0,5.008,16
123,5.02,4.58,3,Yes,2,9,5,low,1,3.808,16
108,5.0,4.7,6,No,8,7,3,low,0,5.6,18
120,7.36,7.35,1,No,3,4,1,medium,0,3.5440000000000005,8
79,5.15,5.02,7,Yes,0,10,0,low,1,6.26,10
79,9.87,9.78,2,No,9,2,3,high,0,5.148,14
97,6.11,6.39,8,No,3,2,4,medium,0,7.244,9
107,7.36,6.87,5,No,7,3,4,medium,0,5.944000000000001,14
126,5.31,5.47,7,Yes,7,6,3,low,1,6.324,16
110,7.61,7.11,8,No,9,1,4,medium,0,7.844,14
96,6.9,6.46,3,Yes,9,5,0,medium,1,4.5600000000000005,14
84,5.22,5.13,6,Yes,1,10,2,low,1,5.688,13
118,6.68,7.02,9,No,9,3,2,medium,0,8.072,14
85,6.96,6.6,4,No,3,7,0,medium,0,5.184,10
124,9.95,10.0,10,No,6,7,4,high,0,9.98,17
95,6.04,6.22,7,No,7,10,2,medium,0,6.6160000000000005,19
123,7.72,7.45,1,No,0,5,4,medium,0,3.688,9
110,9.94,9.95,7,No,7,9,4,high,0,8.176,20
97,8.96,9.37,9,No,0,10,1,high,0,8.984,11
92,9.97,9.98,10,Yes,5,8,5,high,1,9.988,18
94,9.84,9.5,8,No,4,9,2,high,0,8.736,15
106,7.45,7.58,4,Yes,9,6,4,high,1,5.380000000000001,19
101,8.48,8.57,3,Yes,6,8,1,high,1,5.192,15
91,5.55,5.08,7,Yes,5,10,0,low,1,6.42,15
97,7.21,6.8,1,No,9,2,5,medium,0,3.4840000000000004,16
101,9.05,8.71,8,Yes,0,5,2,high,1,8.42,7
68,7.53,7.17,1,Yes,5,8,0,medium,1,3.6120000000000005,13
106,8.51,8.27,7,No,2,2,0,high,0,7.604,4
85,8.73,8.68,6,No,5,2,5,high,0,7.0920000000000005,12
82,6.27,6.14,10,No,6,3,5,medium,0,8.508,14
74,9.38,9.77,8,No,5,2,3,high,0,8.552,10
73,7.3,7.41,6,No,8,4,2,medium,0,6.52,14
79,6.05,6.43,5,No,8,4,0,medium,0,5.42,12
89,9.33,9.36,9,Yes,7,1,5,high,1,9.132,13
129,7.09,6.68,4,No,4,6,0,medium,0,5.236000000000001,10
92,8.75,8.71,7,Yes,9,7,0,high,1,7.7,16
102,7.74,8.06,6,No,2,7,4,high,0,6.696,13
106,6.91,6.6,10,No,3,5,2,medium,0,8.764,10
101,9.05,8.64,6,No,10,4,2,high,0,7.220000000000001,16
98,7.92,7.75,5,No,9,2,2,high,0,6.168,13
82,6.95,6.84,2,No,7,5,2,medium,0,3.9800000000000004,14
121,5.55,5.36,4,No,8,4,2,low,0,4.62,14
127,9.48,9.12,1,No,7,8,0,high,0,4.392,15
74,5.18,4.93,9,No,9,10,1,low,0,7.4719999999999995,20
84,9.32,9.5,9,Yes,2,1,3,high,1,9.128,6
95,6.8,6.69,8,No,6,7,2,medium,0,7.52,15
85,8.2,8.33,4,No,10,5,4,high,0,5.68,19
107,9.61,9.65,5,No,7,10,1,high,0,6.843999999999999,18
89,5.76,5.81,1,Yes,2,5,4,low,1,2.904,11
132,7.83,7.58,4,No,0,1,0,high,0,5.532,1
117,8.82,8.84,4,No,6,9,5,high,0,5.928000000000001,20
103,8.79,8.31,5,No,2,7,3,high,0,6.516,12
115,7.63,7.56,2,Yes,0,2,0,high,1,4.252,2
116,8.12,8.19,2,No,6,5,0,high,0,4.4479999999999995,11
91,8.79,8.47,2,No,10,8,5,high,0,4.716,23
87,9.21,8.97,8,Yes,6,7,2,high,1,8.484,15
101,8.81,8.53,2,No,3,2,5,high,0,4.724,10
112,6.77,6.34,6,Yes,1,7,5,medium,1,6.308,13
102,9.98,9.83,2,Yes,9,6,4,high,1,5.192,19
76,7.17,7.65,8,Yes,4,8,2,high,1,7.668,14
87,5.12,4.97,1,Yes,10,9,0,low,1,2.648,19
98,6.81,6.77,2,No,10,7,3,medium,0,3.9240000000000004,20
98,5.64,5.79,5,No,8,8,1,low,0,5.256,17
129,5.61,5.76,6,No,5,10,0,low,0,5.843999999999999,15
79,6.41,6.86,9,No,9,7,0,medium,0,7.9639999999999995,16
107,5.27,5.63,6,No,8,7,0,low,0,5.708,15
122,8.44,8.73,8,Yes,0,1,4,high,1,8.176,5
134,5.37,5.82,7,No,1,5,1,low,0,6.348000000000001,7
93,6.02,5.75,1,No,10,10,3,low,0,3.008,23
107,5.46,5.58,2,Yes,5,5,0,low,1,3.3840000000000003,10
108,5.32,5.71,4,Yes,2,4,1,low,1,4.5280000000000005,7
102,6.34,6.46,1,No,1,1,0,medium,0,3.136,2
98,7.86,8.34,8,No,5,7,5,high,0,7.944,17
106,9.82,9.42,4,Yes,6,8,1,high,1,6.328,15
62,9.38,9.32,7,No,3,5,1,high,0,7.952000000000001,9
110,9.38,9.86,7,Yes,9,4,4,high,1,7.952000000000001,17
101,5.88,5.76,8,No,8,9,4,low,0,7.151999999999999,21
96,6.32,6.56,9,No,10,3,1,medium,0,7.928,14
130,5.38,4.91,9,No,2,3,2,low,0,7.552,7
89,8.89,9.08,7,No,1,4,0,high,0,7.756,5
93,5.35,5.78,9,Yes,10,7,4,low,1,7.539999999999999,21
129,7.78,7.66,5,No,4,2,5,high,0,6.112,11
87,6.24,5.76,10,Yes,8,8,1,low,1,8.496,17
91,6.22,5.75,4,Yes,0,2,5,low,1,4.888,7
97,9.95,10.34,3,No,5,4,2,,0,5.779999999999999,11
112,8.78,9.0,6,Yes,7,2,1,high,1,7.112,10
103,9.18,8.79,10,No,6,9,3,high,0,9.672,18
80,7.86,7.41,9,No,5,4,1,medium,0,8.544,10
92,9.36,9.66,4,Yes,2,5,3,high,1,6.144,10
90,8.23,8.54,2,Yes,8,9,4,high,1,4.492,21
98,9.73,9.35,3,No,4,2,4,high,0,5.692,10
106,6.41,6.21,3,Yes,0,4,1,medium,1,4.364,5
106,7.98,8.26,2,No,8,6,4,high,0,4.392,18
73,8.45,8.48,9,Yes,9,1,1,high,1,8.78,11
115,6.96,7.42,4,Yes,8,1,5,medium,1,5.184,14
103,9.4,9.38,3,No,0,7,1,high,0,5.5600000000000005,8
120,9.9,10.08,10,No,6,6,3,,0,9.96,15
106,7.47,7.48,6,No,8,4,0,medium,0,6.587999999999999,12
116,6.95,7.39,8,No,1,5,1,medium,0,7.58,7
106,7.36,7.26,8,No,9,5,0,medium,0,7.744,14
120,9.26,8.99,10,No,5,9,2,high,0,9.704,16
107,8.23,8.06,6,No,9,5,4,high,0,6.8919999999999995,18
98,5.22,5.57,5,Yes,0,2,2,low,1,5.088,4
134,7.71,7.71,7,No,2,7,2,high,0,7.284000000000001,11
113,5.09,4.94,3,Yes,10,10,1,low,1,3.836,21
108,8.89,8.93,10,No,4,9,2,high,0,9.556000000000001,15
80,6.64,6.27,2,No,6,7,1,medium,0,3.856,14
80,7.36,6.87,8,No,10,8,4,medium,0,7.744,22
104,8.99,8.77,9,No,4,10,4,high,0,8.995999999999999,18
102,5.23,5.34,6,No,7,3,2,low,0,5.692,12
90,5.79,6.0,4,No,4,9,1,low,0,4.716,14
102,6.99,7.32,6,No,5,7,3,medium,0,6.396,15
123,6.15,6.58,7,Yes,1,10,3,medium,1,6.66,14
110,6.69,6.6,8,Yes,4,4,0,medium,1,7.476,8
82,9.99,10.23,3,No,6,10,0,,0,5.796,16
98,9.13,8.7,6,No,0,7,5,high,0,7.252000000000001,12
87,9.42,8.98,10,No,9,3,0,high,0,9.768,12
94,9.69,9.31,6,No,8,10,2,high,0,7.475999999999999,20
93,6.7,6.65,10,Yes,8,7,1,medium,1,8.68,16
92,6.49,6.2,7,No,7,3,0,medium,0,6.796,10
81,6.17,5.96,4,No,10,2,1,low,0,4.868,13
98,9.15,9.3,6,Yes,8,1,2,high,1,7.26,11
91,8.4,8.26,2,No,4,6,1,high,0,4.5600000000000005,11
56,6.18,6.24,8,Yes,6,3,5,medium,1,7.272,14
130,6.88,6.79,3,No,0,10,1,medium,0,4.552,11
116,7.53,7.2,9,No,6,2,2,medium,0,8.411999999999999,10
94,7.64,7.21,8,Yes,8,3,5,medium,1,7.856,16
100,9.44,9.18,6,Yes,2,8,3,high,1,7.3759999999999994,13
82,6.9,6.46,10,No,8,3,1,medium,0,8.76,12
125,9.54,9.66,2,No,4,4,1,high,0,5.016,9
128,7.21,7.51,8,No,8,2,4,high,0,7.684,14
102,8.73,8.57,6,No,7,8,4,high,0,7.0920000000000005,19
115,9.65,9.54,1,No,10,6,5,high,0,4.46,21
102,9.54,9.86,6,No,6,9,0,high,0,7.4159999999999995,15
79,5.28,5.0,5,No,9,8,0,low,0,5.112,17
93,6.03,5.65,6,Yes,5,4,2,low,1,6.0120000000000005,11
101,7.38,7.38,1,No,1,8,2,medium,0,3.552,11
93,7.16,7.31,4,Yes,6,1,4,medium,1,5.264,11
96,8.2,8.3,7,No,1,9,4,high,0,7.48,14
98,9.72,9.93,5,No,5,5,0,high,0,6.888,10
98,5.56,5.12,6,No,5,4,4,low,0,5.824,13
100,7.26,7.19,2,Yes,8,5,1,medium,1,4.104,14
84,5.96,5.7,8,No,9,1,1,low,0,7.183999999999999,11
89,9.47,9.73,10,Yes,10,2,4,high,1,9.788,16
80,9.82,10.19,4,No,3,2,2,,0,6.328,7
114,7.39,7.17,6,Yes,8,9,0,medium,1,6.555999999999999,17
68,5.52,5.12,3,Yes,1,6,1,low,1,4.007999999999999,8
117,8.93,8.68,9,Yes,4,3,5,high,1,8.972,12
120,8.49,8.09,8,No,2,4,2,high,0,8.196,8
95,6.77,6.59,6,No,5,1,5,medium,0,6.308,11
60,9.44,9.48,9,No,1,7,4,high,0,9.175999999999998,12
94,9.88,10.35,10,No,9,7,5,,0,9.952,21
99,7.79,7.69,9,No,8,8,0,high,0,8.516,16
84,7.83,7.55,2,No,3,1,0,high,0,4.332,4
92,6.49,6.16,9,No,6,9,2,medium,0,7.9959999999999996,17
122,7.92,7.59,8,No,4,2,2,high,0,7.968,8
109,7.2,6.89,2,No,7,1,2,medium,0,4.08,10
86,6.51,6.77,9,No,3,1,5,medium,0,8.004,9
76,5.34,4.9,5,Yes,6,8,4,low,1,5.136,18
95,6.26,6.76,9,Yes,10,3,4,medium,1,7.904,17
96,5.99,6.01,3,No,4,6,2,medium,0,4.196,12
107,7.71,7.75,4,Yes,2,6,4,high,1,5.484,12
91,8.01,7.87,1,Yes,7,2,0,high,1,3.8040000000000003,9
107,8.04,8.23,5,No,5,2,3,high,0,6.215999999999999,10
129,6.94,6.91,7,No,3,1,4,medium,0,6.976000000000001,8
112,7.11,6.94,7,No,8,9,0,medium,0,7.0440000000000005,17
99,9.17,8.94,6,Yes,8,1,3,high,1,7.268,12
97,7.38,7.81,6,No,1,6,3,high,0,6.552,10
94,9.94,9.73,8,No,9,9,2,high,0,8.776,20
117,7.2,7.14,10,No,8,6,5,medium,0,8.88,19
90,8.25,8.1,9,Yes,3,6,2,high,1,8.7,11
100,5.25,4.84,4,No,8,4,0,low,0,4.5,12
100,8.27,7.96,4,Yes,9,5,2,high,1,5.708,16
92,9.26,8.95,8,Yes,7,1,3,high,1,8.504,11
79,9.71,9.9,5,Yes,9,3,0,high,1,6.884,12
104,9.99,9.9,10,Yes,2,6,0,high,1,9.996,8
99,6.41,6.69,9,No,9,2,5,medium,0,7.9639999999999995,16
107,7.88,8.09,6,No,6,1,5,high,0,6.752,12
91,7.25,6.94,9,Yes,1,1,0,medium,1,8.3,2
118,7.82,7.88,4,No,1,1,5,high,0,5.5280000000000005,7
86,5.79,6.03,1,Yes,3,10,5,medium,1,2.9160000000000004,18
125,9.28,9.41,4,No,9,10,2,high,0,6.112,21
73,9.55,9.65,9,Yes,6,1,5,high,1,9.219999999999999,12
106,7.25,7.49,7,Yes,3,6,2,medium,1,7.1000000000000005,11
107,6.4,5.96,6,Yes,1,10,2,low,1,6.16,13
88,5.7,5.93,2,No,1,4,4,low,0,3.4800000000000004,9
106,8.42,8.19,4,Yes,4,4,5,high,1,5.768000000000001,13
119,6.56,6.63,1,No,2,4,5,medium,0,3.224,11
66,9.55,9.29,3,Yes,2,8,4,high,1,5.62,14
107,8.36,8.7,2,No,0,7,4,high,0,4.544,11
62,8.23,8.21,4,Yes,2,5,0,high,1,5.692,7
85,7.8,7.94,4,Yes,3,7,2,high,1,5.52,12
124,5.23,5.52,9,No,5,8,4,low,0,7.491999999999999,17
91,9.66,10.06,7,No,10,10,0,,0,8.064,20
82,8.14,8.37,3,No,5,8,3,high,0,5.056,16
97,9.97,9.62,7,No,4,7,4,high,0,8.188,15
131,7.69,8.04,8,Yes,3,7,0,high,1,7.876,10
72,8.55,8.67,7,Yes,5,9,1,high,1,7.620000000000001,15
84,5.28,5.39,8,No,4,5,4,low,0,6.912,13
122,8.16,8.58,9,No,9,8,3,high,0,8.664,20
127,8.82,8.57,1,No,0,2,0,high,0,4.128,2
98,8.89,8.63,10,No,1,8,5,high,0,9.556000000000001,14
81,8.85,8.86,6,No,8,1,5,high,0,7.14,14
131,6.13,6.38,4,No,9,9,4,medium,0,4.852,22
123,9.88,9.83,1,No,3,1,4,high,0,4.5520000000000005,8
110,9.98,10.11,2,Yes,5,8,1,,1,5.192,14
87,5.38,5.33,10,Yes,4,3,0,low,1,8.152000000000001,7
99,9.68,9.79,4,No,1,4,0,high,0,6.272,5
97,6.45,6.77,1,No,0,10,0,medium,0,3.18,10
104,8.45,8.13,6,No,0,7,2,high,0,6.9799999999999995,9
121,6.69,6.89,1,No,0,10,5,medium,0,3.2760000000000002,15
113,9.84,10.13,9,No,5,3,1,,0,9.335999999999999,9
83,5.51,5.46,10,Yes,9,9,5,low,1,8.204,23
120,7.49,7.31,3,Yes,6,3,0,medium,1,4.796,9
104,7.14,6.65,1,Yes,6,8,1,medium,1,3.456,15
110,6.63,6.93,6,No,8,8,2,medium,0,6.252,18
121,8.23,8.06,6,No,2,3,0,high,0,6.8919999999999995,5
83,5.66,5.52,7,No,8,3,1,low,0,6.464,12
99,8.58,8.42,7,No,0,10,1,high,0,7.632000000000001,11
92,9.9,9.9,10,Yes,1,5,2,high,1,9.96,8
76,9.02,9.22,4,Yes,6,8,1,high,1,6.008,15
105,9.3,9.57,5,No,1,6,2,high,0,6.720000000000001,9
137,6.8,6.69,3,Yes,9,5,4,medium,1,4.52,18
72,6.62,6.78,6,No,10,5,1,medium,0,6.247999999999999,16
99,7.59,7.81,7,Yes,3,6,2,high,1,7.236000000000001,11
109,5.23,5.03,9,Yes,1,8,5,low,1,7.491999999999999,14
101,9.73,9.33,9,Yes,10,6,3,high,1,9.292,19
98,5.72,6.11,5,No,1,7,0,medium,0,5.288,8
80,9.52,9.7,4,Yes,10,9,0,high,1,6.208,19
103,5.42,5.57,7,Yes,0,7,0,low,1,6.368,7
88,9.11,8.67,3,Yes,8,9,2,high,1,5.444,19
67,5.76,6.08,4,Yes,9,10,2,medium,1,4.704,21
117,5.19,5.26,9,No,2,1,0,low,0,7.475999999999999,3
114,8.6,8.95,5,No,0,3,2,high,0,6.4399999999999995,5
100,6.4,6.87,10,No,9,6,5,medium,0,8.56,20
103,8.57,9.03,7,Yes,5,3,1,high,1,7.628,9
116,7.78,8.14,2,No,7,2,1,high,0,4.312,10
103,5.54,5.05,9,No,6,5,1,low,0,7.616,12
113,9.66,10.05,5,Yes,6,1,4,,1,6.864000000000001,11
95,7.26,6.84,5,No,1,5,0,medium,0,5.904,6
119,8.67,9.02,4,Yes,10,8,3,high,1,5.868,21
104,7.51,7.29,8,No,3,9,0,medium,0,7.804,12
102,8.02,8.13,4,No,5,10,1,high,0,5.6080000000000005,16
80,6.51,6.05,2,Yes,1,6,0,medium,1,3.8040000000000003,7
104,6.0,6.27,5,No,4,4,4,medium,0,5.4,12
87,7.71,7.32,3,No,4,3,1,medium,0,4.884,8
90,7.2,7.11,4,No,2,8,4,medium,0,5.28,14
87,6.95,7.27,3,Yes,1,2,4,medium,1,4.58,7
84,8.36,8.56,7,No,10,8,4,high,0,7.5440000000000005,22
131,8.45,7.96,6,No,6,7,1,high,0,6.9799999999999995,14
119,5.23,5.13,2,No,7,2,4,low,0,3.292,13
128,6.69,6.23,8,No,3,2,4,medium,0,7.476,9
81,7.06,7.23,5,Yes,3,2,3,medium,1,5.824,8
101,5.48,5.95,6,No,10,1,0,low,0,5.792,11
80,6.18,6.34,8,No,8,7,3,medium,0,7.272,18
89,5.26,4.98,7,Yes,3,8,0,low,1,6.304,11
86,9.98,9.84,3,No,9,7,1,high,0,5.792,17
118,8.68,9.16,2,Yes,2,4,3,high,1,4.672,9
94,5.44,5.16,3,No,10,9,2,low,0,3.976,21
116,5.1,5.16,8,No,0,2,1,low,0,6.84,3
109,8.6,8.5,4,No,2,5,1,high,0,5.84,8
134,7.2,7.47,8,No,4,2,0,medium,0,7.68,6
77,8.93,9.3,4,No,1,3,0,high,0,5.9719999999999995,4
118,9.62,9.46,7,No,4,2,4,high,0,8.048,10
117,8.0,8.16,6,No,8,8,2,high,0,6.8,18
85,5.94,5.99,10,Yes,9,10,5,low,1,8.376000000000001,24
115,8.91,8.69,1,No,10,6,1,high,0,4.164,17
105,9.78,9.55,8,No,5,5,1,high,0,8.712,11
96,7.9,7.94,6,Yes,2,5,3,high,1,6.76,10
87,8.41,8.06,2,No,4,9,0,high,0,4.564,13
89,6.69,7.0,5,No,0,2,3,medium,0,5.676,5
130,6.91,6.48,2,No,7,1,0,medium,0,3.9640000000000004,8
100,8.67,8.26,10,No,8,6,0,high,0,9.468,14
111,9.64,9.48,7,No,4,8,3,high,0,8.056000000000001,15
88,8.14,7.76,10,Yes,8,8,3,high,1,9.256,19
88,8.95,8.93,6,Yes,7,6,3,high,1,7.18,16
116,5.86,5.76,7,No,7,3,5,low,0,6.5440000000000005,15
79,6.06,6.28,6,No,1,3,0,medium,0,6.023999999999999,4
93,7.66,8.11,10,No,4,2,2,high,0,9.064,8
100,5.88,6.13,1,No,7,2,3,medium,0,2.952,12
101,8.17,7.85,3,Yes,2,2,0,high,1,5.068,4
97,6.46,6.9,10,No,0,7,3,medium,0,8.584,10
105,8.96,8.85,2,Yes,10,10,5,high,1,4.784000000000001,25
110,9.04,9.01,1,No,3,9,2,high,0,4.215999999999999,14
111,7.32,7.24,1,No,3,10,2,medium,0,3.5280000000000005,15
85,5.9,5.68,4,No,9,7,4,low,0,4.76,20
95,8.23,8.63,1,Yes,3,8,4,high,1,3.8920000000000003,15
117,9.96,9.79,2,Yes,3,5,2,high,1,5.184,10
113,8.11,8.19,1,Yes,8,2,3,high,1,3.844,13
79,5.18,4.92,6,Yes,10,8,4,low,1,5.672,22
105,5.09,5.39,4,Yes,0,5,5,low,1,4.436,10
70,6.6,6.87,8,No,8,9,0,medium,0,7.4399999999999995,17
100,5.98,5.78,5,Yes,6,6,2,low,1,5.392,14
128,9.07,9.25,10,No,4,7,3,high,0,9.628,14
85,9.22,9.42,5,Yes,1,1,5,high,1,6.688000000000001,7
87,6.29,6.35,8,No,9,8,0,medium,0,7.316,17
111,6.63,6.73,10,Yes,9,7,2,medium,1,8.652000000000001,18
76,6.18,6.25,6,No,9,7,2,medium,0,6.071999999999999,18
90,9.54,9.12,6,No,3,7,3,high,0,7.4159999999999995,13
108,7.51,7.68,3,No,10,7,3,high,0,4.804,20
90,8.28,8.25,6,No,3,1,1,high,0,6.911999999999999,5
96,7.08,7.02,10,No,3,9,3,medium,0,8.832,15
111,8.16,8.52,7,No,10,7,0,high,0,7.464,17
106,6.93,6.45,2,Yes,1,7,4,medium,1,3.9720000000000004,12
104,6.7,6.45,3,No,7,1,3,medium,0,4.48,11
94,8.17,7.79,6,No,3,6,3,high,0,6.868,12
105,7.96,7.5,10,No,8,10,4,medium,0,9.184000000000001,22
98,6.47,6.25,9,No,1,8,4,medium,0,7.9879999999999995,13
106,5.75,6.24,9,Yes,6,5,5,medium,1,7.699999999999999,16
92,6.84,6.61,8,No,4,1,2,medium,0,7.536,7
97,7.08,7.24,8,No,4,5,2,medium,0,7.632,11
85,8.14,7.76,9,No,6,2,4,high,0,8.655999999999999,12
99,9.57,9.67,9,Yes,3,2,4,high,1,9.228,9
87,5.18,5.66,10,No,2,4,4,low,0,8.072,10
83,6.22,6.01,9,Yes,8,4,0,medium,1,7.888,12
103,5.97,6.32,5,No,2,10,5,medium,0,5.388,17
103,7.51,8.01,6,No,4,7,1,high,0,6.603999999999999,12
111,7.15,7.24,5,Yes,1,9,0,medium,1,5.86,10
93,8.65,8.46,1,No,6,2,1,high,0,4.0600000000000005,9
106,6.21,6.38,4,No,10,8,2,medium,0,4.884,20
108,7.97,8.31,1,Yes,6,8,4,high,1,3.7880000000000003,18
106,9.42,9.09,1,No,4,8,0,high,0,4.368,12
87,9.55,9.5,3,Yes,7,9,5,high,1,5.62,21
102,9.79,9.61,7,Yes,8,9,4,high,1,8.116,21
105,8.87,8.65,1,No,3,10,5,high,0,4.148,18
100,9.53,9.89,7,Yes,10,7,5,high,1,8.012,22
68,6.17,6.09,10,No,1,5,4,medium,0,8.468,10
102,5.99,5.83,10,No,1,7,4,low,0,8.396,12
133,5.03,5.13,1,Yes,10,7,0,low,1,2.612,17
94,8.53,8.25,9,Yes,3,10,4,high,1,8.812,17
89,9.69,9.42,5,Yes,5,10,2,high,1,6.8759999999999994,17
105,5.93,5.95,6,No,5,7,1,low,0,5.9719999999999995,13
104,8.18,8.09,9,No,1,8,5,high,0,8.672,14
117,8.73,8.52,3,No,0,2,3,high,0,5.292,5
81,9.64,9.19,3,No,1,4,2,high,0,5.656000000000001,7
110,8.23,8.25,5,Yes,7,9,1,high,1,6.292,17
108,9.85,10.17,7,Yes,4,4,3,,1,8.14,11
97,6.72,7.07,3,Yes,2,2,4,medium,1,4.4879999999999995,8
105,6.75,6.49,4,No,8,7,2,medium,0,5.1,17
115,7.72,7.82,2,No,6,6,5,high,0,4.288,17
