job_title,job_skills
Trusts & Estates Attorney Job in White Plains,[]
Associate Attorney Job in New York City,['excel']
Paralegal Job in Memphis,['excel']
Corporate Paralegal Job in Jacksonville Job in Jacksonville,['excel']
Legal Assistant/Secretary Job in Encino,[]
Associate Attorney Job in Birmingham,[]
Contract Attorney Job in Troy,[]
Trust Operations Officer Job in Madison,[]
Bankruptcy Legal Assistant Job in West Palm Beach,[]
Attorney - Business Transactions (NY barred) Job in New York,[]
Commercial Litigation Attorney - Temp to Perm Job in New York,[]
Senior Residential Title Processor Job in Washington,[]
Legal Word Processor -  overnight shifts Job in New York,['excel']
Personal Injury Legal Assistant Job in Atlanta,['excel']
Warehouse Lead / Supervisor - Up to $ per hour Job in Seattle,[]
Legal Secretary Job in New York,['excel']
Legal Secretary Job in New York,['excel']
Strong Paralegals/Legal Assistants - Up to K Job in Orlando,[]
Paralegal Job in Houston,[]
Legal Assistant Needed Job in Columbia,['excel']
Corporate Governance Officer Job in Manhattan,['excel']
Commercial Litigation Attorney - Work Remotely Job in New York,[]
REAL ESTATE PARALEGAL Job in Kirkland,['excel']
Compliance Review Examiner Job in New York,['excel']
Paralegal/Law Secretary Job in Hempstead,['excel']
Temporary Litigation Associate Job for Top Regional Firm in Boston Job in Boston,['excel']
Administrative Assistant / Legal Secretary Job in Irvine,[]
Life Sciences Transactional Associate Job in Raleigh,[]
Paralegal Job in Richmond,[]
Truck Driver – Experienced – Full Time Job in Denver,['excel']
Paralegal - Real Estate Job in New York City,['excel']
Legal Secretary Job in Shrewsbury,['excel']
Receptionist Job in Mineola,"['microsoft office', 'excel']"
Legal Assistant Job in Parsippany,['excel']
Attorney - Business Transactions (GA barred) Job in Atlanta,[]
Controller Job in New York City,['excel']
Operations Specialist / Admin - Interview starting April th Job in Moffett Field,['excel']
Legal Secretary Job in New York City,"['microsoft office', 'excel']"
Corporate Counsel Job in Bellevue,['aws']
Associate Attorney Job in Sylvania Township,['excel']
Corporate Paralegal Job in Saugatuck,[]
Corporate Attorney Job in Milwaukee,"['aws', 'excel']"
Attorney - Real Estate Litigation (NY barred) Job in New York,[]
Senior Retail Counsel Job in Paramus,['aws']
Legal Secretary – Trust & Estates / Elder Law Job in Morristown,"['excel', 'git']"
Military Health systems Paralegal Job in Aurora,[]
Associate Attorney Job in Middletown,['excel']
Commercial Real Estate Attorney Job in Garden City,['networking']
LEGAL SECRETARY Job in Whitestone,[]
Senior Claims Analyst-Coverage Job in New York County,['excel']
Legal Assistant Job in Troy,[]
Legal Secretary Job in Baltimore,['excel']
Paralegal III Job in Washington,"['aws', 'excel']"
Director of Billing and Collections Job in New York City,['excel']
Attorney - Real Estate (NY barred) Job in New York,[]
Legal Human Resources Director Job in Washington,['excel']
Sales Contract Administrator Job in Waltham,[]
Branch Examiner - Broker/Dealer compliance,"['microsoft office', 'excel']"
Senior Corporate Paralegal Job in Waltham,"['aws', 'excel']"
Commercial Litigation Associate Job in Los Angeles,['excel']
Legal Assistant: Court of Appeals Job in Madison,[]
Reviewer (Temporary)-Japanese Job in New York City,[]
Legal Assistant Job in Redmond,[]
Material Handler Job in Seattle,[]
Workers Compensation Paralegal Job in Daytona Beach,['excel']
Workers? Compensation Attorney Job in Los Angeles,['excel']
Federal Contracts Administrator Job in Marlborough,['excel']
Patent Litigation/Prosecution Associate Job Job in Irvine,[]
Real Estate Law Firm Administrative Assistant Job in Needham,[]
Compliance Officer Job in Draper,['aws']
Patent Support Assistant Job in Boston,"['microsoft office', 'excel']"
Legal Word Processor - Base to $,['excel']
Commercial Loan Paralegal - Suffern,[]
NEW: Intellectual Property Associate - Computer Science Job in Raleigh,['excel']
Paralegal Job in St. Petersburg,[]
Business Immigration Paralegal Job in Atlanta,[]
Insurance Coverage Attorney Job in Stewart Manor,[]
Legal Assistant Job in St. Louis,['excel']
Senior Corporate Paralegal Job in Seattle,"['aws', 'excel']"
Civil Litigation Legal Assistant Job in Sarasota,['excel']
Attorney- Recent Law School Graduate Job in New York City,[]
Construction Litigation Associate Job in Parsippany,[]
Paralegal (Litigation) Job in Detroit,"['microsoft office', 'excel']"
Client Site Manager for Legal Document Services - Wheeling,['excel']
Compliance Analyst Job in Brooklyn,"['data analysis', 'excel']"
Human Resources Manager Job in Los Angeles,['microsoft office']
Real Estate Paralegal Job in Miami,['excel']
Paralegal Job in Indianapolis,[]
Personal Injury Paralegal Job in Trenton,[]
Paralegal Job in Schaumburg,[]
Contracts Manager Job in Arlington,"['microsoft office', 'excel']"
Legal Assistant Job in Ft. Lauderdale,['git']
Billing Assistant Job in New York City,['excel']
Paralegal Job in Westborough,['aws']
Coverage Associate Job in New York,"['microsoft office', 'excel']"
Antitrust International Trade Attorney Partner Job in Washington,['excel']
Legal Assistant Job in Fitchburg,['excel']
Associate Attorney Job in Las Vegas,['excel']
Litigation Associate Job in Stewart Manor,[]
Paralegal,['excel']
Trusts & Estates Paralegal - Base to $,['excel']
SQL Database Engineer Job in New York City,"['excel', 'sql']"
Contracts Negotiator Job in Arlington,['excel']
Paralegal Job in White Plains,"['aws', 'excel', 'microsoft office']"
Legal Document Specialist - Wheeling,['excel']
Environmental Paralegal Job in Florham Park,"['microsoft office', 'excel']"
Entertainment Associate Attorney Job in Los Angeles,[]
Legal Secretary/Legal Assistant Job in Toledo,['excel']
Entry-Level Paralegal Job in New York,[]
Legal Secretary Job in St. Louis,['excel']
Bankruptcy Paralegal Job in Columbus,['excel']
Real Estate Attorney - Counsel Job in New York,[]
Lease Administrator Job in Palm Beach,['excel']
Staff Attorney Job in Augusta,['excel']
Junior/Mid Level Litigation Associate Needed for AmLaw Firm Job in Washington,[]
Legal Assistant Job in Zephyrhills,[]
Immigration Attorney Job in Herndon,"['microsoft office', 'excel']"
Corporate Attorney Job in Chicago,"['aws', 'excel']"
Corporate Legal Assistant/Paralegal Job in Norristown,['aws']
Civil Litigation Attorney Job in Oklahoma City,[]
Legal Secretary Bi-lingual GREAT BENEFITS!! Job in Newport News,['excel']
Lead Legal Document Specialist - Wheeling,['excel']
Entry-Level Real Estate Associate Attorney Job in Long Island City,[]
Staff Attorney (Subrogation) Job in Louisville,"['aws', 'excel']"
Client Development Specialist-Houston Law Firm Job in Houston,[]
Billing Specialist - Legal - Roseland,['excel']
Skip Tracer Collector Job in Southfield,['excel']
Paralegal/Legal Assistants Job in Albany,['excel']
Litigation Attorney - Of Counsel Job in Dublin,['excel']
KYC Analyst Job in New York,['excel']
Material Handler Job in Tacoma,[]
Receptionist - Law Firm Job in Newport News,['excel']
Litigation Paralegal Job in Washington,[]
Training and Compliance Specialist II Job in San Diego,"['aws', 'excel']"
Bankruptcy Paralegal Job in Fort Lauderdale,['excel']
Corporate Paralegal Job in New York,[]
Legal Secretary Job in West Des Moines,['excel']
Analyst,['excel']
Bankruptcy Associate Job in Parsippany,[]
Temporary Corporate M&A Attorney Job in White Plains,[]
Legal Assistant Job in Tampa,[]
LEGAL RECEPTION / SECRETARY Job in Amherst,[]
Attorney - Transactional/Condominium - New Jersey Job in Glen Rock,['excel']
Senior Corporate and Securities Paralegal Job in New York,['excel']
Associate Attorney Job in Harrisburg,['excel']
Legal Secretary Job in Solana Beach,['excel']
Paralegal/Legal Assistant Job in Pawtucket,['excel']
Corporate Paralegal for Beacon Hill Legal Job in Washington,[]
Litigation Associate Job in New York City,[]
Paralegal - Commercial Litigation Job in Florham Park,"['microsoft office', 'excel']"
Family Law Paralegal - Excellent Working Environment! Job in Ventura,['excel']
Subcontracts Administrator Job in Charlotte,"['aws', 'excel']"
LEGAL SECRETARY Job in Riverside,[]
Bilingual Paralegal (Employment Law) Job in Washington,['aws']
Legal Assistant Job in Providence,"['microsoft office', 'excel']"
Business Litigation-Trial Attorney Job in Pittsburgh,['excel']
Legal Secretary/Paralegal Job in Philadelphia,['excel']
Legal Secretary Job in San Antonio,['excel']
Paralegal/Legal Assistant Job in Brandon,['aws']
Trust & Estates/Wealth Management Position Job in Ottawa,"['aws', 'excel']"
Paralegal/Legal Assistant Job in Waltham,"['microsoft office', 'excel']"
Privacy and Information Security Associate Opening in Raleigh Job in Raleigh,['aws']
Litigation Paralegals and Legal Secretaries Job in Chicago,[]
Entry-Level Paralegal Job in Manhattan,[]
Regulatory Affairs CMC Director Needed! $K ++ Job in New Jersey,['excel']
Long Term Temp Commercial Real Estate Paralegal Job in New York City,[]
Foreclosure Attorney - Vermont Job in Brattleboro,['excel']
Legal Secretary Job in Indianapolis,"['microsoft office', 'excel']"
ASSOCIATE ATTORNEY Job in Los Angeles,[]
German Fluent Document Reviewers Needed Job in New York City,[]
Legal Document Specialist - Wheeling,['excel']
Truck Driver – Benefits Included – --- Job in Johnstown,[]
Receptionist Job in Fort Worth,[]
Legal Technology Concierge Job in Washington,"['microsoft office', 'excel']"
Legal Secretary Job in Chicago,[]
Research Services Specialist (PHL,[]
Paralegal Job in Miami,['excel']
Legal Assistant - Litigation Job in Tampa,"['aws', 'excel']"
Field Based RN Case Manager - Multiple Locations Job in Bedford,[]
Workers Compensation Paralegal - Direct Hire Job in Raleigh,[]
Senior Litigation Legal Assistant Job in New York,['excel']
Warehouse Associate - Nights Job in Seattle,[]
Contracts Manager Job in Fairfax,"['microsoft office', 'excel']"
Docketing/Records Administrator Job in Reston,['excel']
Real Estate Attorney - Work Remotely Job in New York,[]
Collections Clerk/Legal Secretary Job in Montgomery,[]
Corporate Counsel Job in Redmond,[]
Patent Paralegal Job in North Waltham,"['microsoft office', 'excel']"
Assistant Compliance Attorney Job in Galveston,['aws']
Commercial Litigation Secretary Job in Roseland,['excel']
Litigation Secretary - King of Prussia Job in King Of Prussia,['excel']
Compliance and Regulatory Manager Job in New York City,['excel']
Legal Secretary/Admin Assistant Job in Overland Park,['excel']
Asset Backed Finance Attorney Job in Los Angeles,[]
Paralegal Job in Sparta,['excel']
Document Review - Attorney Job in Minneapolis,[]
Temporary Immigration Paralegal Job in New York City,[]
Senior Associate - Commercial Lending/Banking Job in Boston,['excel']
Police Officer Job in  | Monster.com function wrap(EL,[]
Legal Assistant - Litigation Job in Jacksonville,"['microsoft office', 'excel']"
Litigation Attorney Job in Whippany,['excel']
Paralegal/Legal Assistant Job in Irvine,['aws']
Manager,"['microsoft office', 'excel']"
Legal Document Specialist - Wheeling,['excel']
Real Estate / Transactional Paralegal II Job in Orlando,['aws']
Staff Attorney - Green Bay,['excel']
Warehouse Manager Trainee - Up to $ per hour Job in Tacoma,['excel']
Legal Secretary Job in Tucson,[]
Legal Secretary Job in Fort Myers,['excel']
Workers' Compensation Attorney - Philadelphia (West Conshohocken) Job in Conshohocken,['excel']
Contract Administrator / Paralegal Job in Boca Raton,"['microsoft office', 'excel']"
Manager-National Health Care Reform Compliance Job in Detroit,"['aws', 'excel', 'microsoft office']"
Warehouse Manager Job in Tacoma,[]
Records Clerk - Law Firm Job in Denver,"['excel', 'troubleshooting']"
Professional Liability Attorney Job in Dallas,[]
Corporate Partner Attorney Job in Atlanta,['excel']
Director of Contracts Job in West Mclean,"['aws', 'excel']"
Attorney Development & Recruiting Manager Job in Chicago,[]
Legal Secretary Job in Washington,['git']
LITIGATION ASSOCIATE Job in  function wrap(EL,['excel']
Contract Management Consultant Job in Berkeley,['excel']
Corporate Finance Associate Job in Newark,['excel']
Paralegal Job in Cedar Knolls,[]
Consultant,['aws']
Paralegal Job in Los Angeles,[]
Paralegal - Personal Injury Job in Melville,['excel']
Legal Research Specialist Job in Atlanta,['excel']
eDiscovery Project Manager Job in Irvine,[]
Civil Litigation Attorney Job in  function wrap(EL,[]
Paralegal Job in Glen Carbon,[]
Corporate Legal Intern Job in Estero,"['aws', 'excel']"
Legal Secretary Job in Columbus,['excel']
Bilingual Spanish Legal Assistant Job in Westbury,[]
Calendar Clerk Job in Parsippany,[]
Intellectual Property Management System Implementation Consultant Job in Bingham Farms,['sql']
Paralegal/Recent College Grad Sought for Gov't Agency Job in New York,[]
Regulatory Affairs Specialist,[]
Land Analyst Job in Denver,"['microsoft office', 'excel']"
Entry Level Litigation Associate Job in Stewart Manor,[]
Real Estate Paralegal Job in Montclair,"['microsoft office', 'excel']"
Corporate Counsel - Technology Job in Atlanta,['excel']
Senior IT Compliance Analyst Job in Weston,"['networking', 'sql']"
Immigration Attorney Temp Job in New York City,['excel']
Paralegal Job in Lafayette,['excel']
Receptionist - Legal Secretary Job in Pittsburgh,[]
In-House Counsel Job in Norcross,['excel']
Health care Attorney Job in Princeton,['excel']
Remote Attorney Job in Rochester,[]
Litigaton Associate Attorney Job in Greenwich,['excel']
Legal Assistant Job in Jacksonville,['excel']
Commercial Contracts Counsel Job in New York,['excel']
Accounting Manager Job in New York,['excel']
Patent Agent (San Francisco or Palo Alto Office) Job in San Francisco,['excel']
Oil and Gas Title Attorney Job in Austin,[]
Attorney Job in San Antonio,['excel']
Legal Assistant/Paralegal,"['microsoft office', 'excel']"
Legal Assistant Job in Fort Lauderdale,['excel']
Paralegal - Contracts and Litigation Job in Auburndale,"['excel', 'git']"
Model Risk Management Analyst Job in New York,['aws']
Senior Closer Job in Westside/South Bay,[]
Paralegal/Legal Assistant Job in Scottsdale,['excel']
Recording Paralegal Job in North Atlanta,[]
Corporate Paralegal Job in Ontario,[]
Technical Services Specialist (Library Specialist) Job in Dallas,"['microsoft office', 'excel', 'git']"
Legal Litigation Secretary Job in Century City,['excel']
Lead Legal Document Specialist - Wheeling,['excel']
Legal Document Services Supervisor - Wheeling,['excel']
Senior Level Legal Assistant Job in Pittsburgh,['excel']
Regulatory Affairs Specialist needed for Nutritional Supplements Company! Job in Torrance,['excel']
Attorney Job in Saint Louis,['excel']
ISDA Negotiator (Equities) Job in Manhattan,[]
Application Analyst - Uniondale LI Job in Uniondale,"['microsoft office', 'networking', 'excel']"
Legal Sales / Appellate Counsel / Consultant Job in Rochester,['excel']
Immigration Paralegal Job in Florham Park,['excel']
# PRESIDING OFFICER Job in  function wrap(EL,[]
