studentid,cgpa,internships,projects,workshops/certifications,aptitudetestscore,softskillsrating,extracurricularactivities,placementtraining,ssc_marks,hsc_marks,placementstatus
2348,8.2,2,3,2,86,4.7,Yes,Yes,84,88,1.0
2349,8.5,2,3,2,84,4.6,Yes,Yes,74,83,1.0
2350,8.2,0,3,0,90,4.3,Yes,Yes,79,86,
2351,7.3,1,1,1,77,4.1,No,No,58,74,
2352,7.6,1,2,1,71,4.1,No,Yes,61,66,
2353,6.5,1,3,2,85,3.7,Yes,Yes,79,86,1.0
2354,7.4,1,3,0,83,3.8,No,Yes,69,85,
2355,8.0,2,3,2,90,4.8,Yes,Yes,88,83,1.0
2356,8.2,2,1,2,77,4.8,Yes,Yes,60,79,
2357,7.5,1,1,0,66,4.1,No,No,63,60,
2358,8.1,2,2,1,90,4.7,Yes,Yes,68,88,1.0
2359,6.5,1,3,0,87,4.8,No,No,65,86,
2360,8.8,1,3,0,86,4.4,Yes,Yes,63,72,
2361,7.4,1,2,1,73,4.5,No,No,56,69,
2362,8.2,2,3,2,90,4.7,Yes,Yes,72,84,1.0
2363,7.7,1,2,0,74,3.8,Yes,Yes,58,63,
2364,8.5,2,3,2,86,4.8,Yes,Yes,78,87,1.0
2365,8.6,1,3,1,83,4.7,Yes,Yes,78,81,1.0
2366,8.6,1,2,0,86,4.1,Yes,Yes,55,82,
2367,7.7,1,3,2,86,4.5,No,Yes,65,88,
2368,8.2,2,3,2,90,4.2,Yes,Yes,83,77,1.0
2369,6.5,1,2,1,86,4.3,Yes,Yes,84,88,1.0
2370,9.0,2,3,2,88,4.8,No,Yes,72,84,1.0
2371,7.5,0,2,1,73,3.6,No,No,56,71,
2372,7.8,0,2,0,74,4.2,No,Yes,55,68,
2373,8.3,0,3,0,88,3.4,Yes,Yes,76,87,1.0
2374,6.5,2,1,1,77,4.2,Yes,Yes,58,64,
2375,6.5,0,2,3,85,4.5,Yes,Yes,55,71,1.0
2376,7.4,1,1,0,77,3.6,No,No,55,65,
2377,8.2,2,3,2,90,4.8,Yes,Yes,76,85,1.0
2378,8.5,2,3,2,90,4.8,Yes,Yes,82,88,1.0
2379,8.6,2,3,2,90,4.8,Yes,Yes,65,82,1.0
2380,8.5,1,1,2,72,4.0,Yes,Yes,80,82,1.0
2381,7.8,1,3,2,83,4.2,Yes,Yes,78,80,
2382,8.4,2,3,2,83,4.8,Yes,Yes,77,86,1.0
2383,8.5,2,1,1,73,4.5,Yes,No,64,79,
2384,7.7,1,1,1,70,4.3,Yes,Yes,75,70,
2385,7.5,1,2,0,81,4.8,Yes,Yes,55,79,
2386,6.5,1,3,1,90,4.5,No,No,74,62,
2387,7.8,1,2,0,83,4.8,Yes,Yes,78,80,1.0
2388,7.6,1,1,1,76,4.2,Yes,Yes,67,65,1.0
2389,7.6,1,1,1,85,4.1,No,Yes,85,70,
2390,6.5,0,1,0,90,4.5,Yes,Yes,56,82,
2391,8.0,2,2,1,82,3.9,Yes,Yes,63,68,
2392,7.5,2,1,1,65,4.0,No,Yes,56,62,
2393,7.8,1,1,0,63,4.4,No,Yes,55,68,
2394,6.9,0,3,2,82,4.8,Yes,Yes,85,79,1.0
2395,8.6,1,3,2,88,4.6,No,Yes,72,83,1.0
2396,7.0,0,3,1,67,3.6,Yes,Yes,57,82,
2397,8.8,2,1,2,83,4.8,Yes,Yes,84,87,1.0
2398,7.4,1,2,0,87,3.5,No,Yes,61,67,
2399,6.7,1,1,1,69,4.0,No,No,55,67,
2400,7.7,1,1,0,72,4.2,No,No,55,63,
2401,7.4,1,1,2,68,4.3,No,Yes,61,60,
2402,8.3,1,2,0,72,4.2,No,No,63,74,
2403,8.2,2,3,0,87,4.7,Yes,Yes,83,88,1.0
2404,8.0,1,3,1,77,4.5,Yes,Yes,71,85,
2405,7.8,1,1,0,81,4.5,Yes,Yes,55,63,
2406,7.6,1,1,2,77,3.9,No,Yes,55,71,
2407,7.6,0,1,0,83,3.2,No,No,55,65,
2408,7.4,1,3,2,83,4.5,Yes,No,84,79,1.0
2409,6.5,1,1,1,79,4.1,No,No,61,67,1.0
2410,7.9,1,1,1,76,4.4,Yes,Yes,65,85,
2411,8.4,0,3,0,80,4.3,Yes,Yes,82,83,
2412,8.7,1,2,2,74,4.1,Yes,Yes,75,87,1.0
2413,8.5,2,2,2,89,4.6,Yes,Yes,55,84,1.0
2414,8.0,2,3,2,90,4.8,Yes,Yes,76,86,1.0
2415,7.4,1,3,0,78,4.6,Yes,Yes,74,82,
2416,8.2,2,3,2,87,4.8,Yes,Yes,87,88,1.0
2417,7.3,1,2,0,69,3.7,No,Yes,55,68,
2418,7.5,0,3,0,78,4.7,No,No,55,70,
2419,7.5,1,2,0,78,3.9,Yes,Yes,87,76,
2420,7.6,0,2,0,68,3.9,No,Yes,64,61,
2421,7.9,2,3,3,90,4.7,Yes,No,77,61,1.0
2422,7.5,1,1,0,67,4.2,No,No,57,60,
2423,7.6,1,2,2,74,4.2,No,Yes,81,68,
2424,8.0,1,2,2,87,4.8,Yes,Yes,90,68,1.0
2425,7.6,1,1,1,68,4.0,No,Yes,61,68,
2426,8.0,2,3,2,89,4.1,Yes,Yes,75,85,1.0
2427,6.5,0,1,1,84,3.6,No,No,61,63,
2428,8.2,1,1,1,87,4.7,Yes,Yes,55,81,
2429,7.3,1,1,0,84,3.9,No,Yes,55,69,
2430,8.4,2,3,2,90,4.8,Yes,Yes,82,87,1.0
2431,7.9,2,3,2,90,4.6,Yes,Yes,82,81,1.0
2432,7.4,1,1,1,69,3.9,Yes,Yes,63,66,
2433,6.5,0,1,1,76,4.7,Yes,No,82,64,
2434,7.7,1,1,0,70,3.9,Yes,Yes,71,82,
2435,8.4,0,3,2,90,4.8,Yes,Yes,83,83,1.0
2436,8.0,1,2,0,61,3.6,Yes,No,59,64,
2437,7.7,0,1,1,90,4.3,Yes,Yes,75,75,1.0
2438,7.6,1,2,0,70,4.7,No,Yes,60,64,1.0
2439,7.4,0,2,0,76,4.5,No,Yes,72,85,
2440,6.8,1,2,0,75,4.2,No,Yes,77,57,
2441,8.0,0,3,2,76,4.7,Yes,Yes,77,82,1.0
2442,8.4,2,3,2,90,4.5,Yes,Yes,83,86,1.0
2443,7.4,2,2,0,69,4.1,No,No,59,75,
2444,7.8,1,3,1,75,4.4,Yes,Yes,59,72,
2445,6.5,1,1,2,68,3.5,No,No,76,61,
2446,8.7,0,3,2,81,4.5,Yes,Yes,80,66,1.0
2447,8.4,2,1,1,88,4.8,Yes,Yes,85,84,
2448,7.8,0,1,0,67,4.1,Yes,No,59,69,
2449,6.7,1,1,0,63,4.6,No,No,67,66,
2450,8.6,2,3,2,90,4.8,Yes,Yes,82,87,1.0
2451,8.0,1,3,2,82,4.8,No,Yes,61,87,1.0
2452,7.8,2,1,0,86,4.3,No,Yes,78,80,1.0
2453,7.6,0,1,1,75,3.6,No,Yes,59,62,
2454,8.0,1,2,3,74,4.0,Yes,Yes,78,83,1.0
2455,7.2,1,1,0,82,4.0,No,Yes,82,74,1.0
2456,7.9,1,3,0,83,4.8,No,No,76,82,
2457,7.8,2,3,2,90,3.9,Yes,Yes,60,87,
2458,8.1,0,2,3,72,3.2,Yes,Yes,73,83,1.0
2459,8.4,2,3,3,83,4.7,Yes,No,69,83,
2460,7.6,1,2,0,71,4.8,No,Yes,58,67,
2461,8.4,2,2,0,83,4.8,Yes,No,71,66,1.0
2462,7.6,1,1,0,70,4.1,No,No,61,63,
2463,7.9,0,1,0,64,4.1,Yes,Yes,63,67,
2464,7.6,1,2,1,86,4.4,Yes,Yes,90,79,
2465,7.5,0,2,0,90,4.8,No,Yes,55,79,
2466,7.6,1,1,1,84,4.1,No,No,55,66,
2467,7.5,1,2,0,79,4.3,No,Yes,58,67,
2468,7.9,1,1,1,89,4.0,No,Yes,81,70,
2469,7.9,2,3,3,78,4.5,Yes,Yes,71,87,1.0
2470,7.6,1,3,0,68,4.2,Yes,Yes,88,82,
2471,8.1,1,1,0,70,4.3,Yes,No,68,61,
2472,7.6,2,1,0,73,4.6,Yes,Yes,78,73,
2473,7.9,2,1,2,75,3.9,Yes,No,77,80,
2474,8.5,2,3,2,88,4.8,Yes,Yes,77,85,
2475,7.5,2,3,0,88,4.6,Yes,Yes,72,86,
2476,7.7,1,2,0,73,3.8,No,Yes,55,74,
2477,7.6,1,1,2,67,3.8,No,Yes,57,70,1.0
2478,8.3,2,3,2,85,4.5,Yes,Yes,87,80,1.0
2479,7.4,1,2,1,72,3.3,Yes,Yes,81,69,1.0
2480,8.2,1,1,1,84,3.9,Yes,Yes,61,60,1.0
2481,6.6,1,1,1,77,3.0,No,No,57,68,
2482,8.6,1,3,2,90,4.8,Yes,Yes,80,80,1.0
2483,7.6,1,2,2,76,4.5,Yes,Yes,76,81,
2484,8.6,1,3,0,83,4.8,Yes,Yes,81,86,1.0
2485,7.7,1,0,0,75,4.1,Yes,Yes,71,61,1.0
2486,8.0,1,2,0,72,4.8,Yes,No,87,67,
2487,8.1,1,3,2,85,4.7,Yes,Yes,68,88,1.0
2488,6.5,1,2,1,82,4.0,No,Yes,55,62,
2489,7.7,1,3,0,86,4.1,Yes,Yes,77,58,
2490,8.2,1,1,2,72,4.4,No,No,83,68,
2491,7.7,2,2,2,90,4.8,Yes,Yes,79,83,1.0
2492,8.6,1,2,2,90,4.6,Yes,Yes,81,87,1.0
2493,8.0,0,1,0,70,3.6,No,No,56,63,
2494,7.5,1,2,0,71,4.0,Yes,No,55,66,
2495,7.9,1,3,2,90,4.6,Yes,Yes,81,88,1.0
2496,7.4,1,1,1,66,4.0,No,Yes,55,67,
2497,8.0,0,3,1,80,4.6,Yes,Yes,86,84,1.0
2498,8.4,1,2,0,82,4.4,Yes,Yes,71,83,
2499,7.6,1,1,0,83,4.3,No,Yes,57,71,
2500,8.5,0,1,0,81,4.2,Yes,Yes,74,65,1.0
2501,8.0,1,2,0,90,4.3,Yes,Yes,75,70,
2502,7.8,0,2,0,80,4.1,No,Yes,60,83,1.0
2503,7.7,1,1,0,67,4.0,No,No,55,69,
2504,7.8,2,3,2,84,4.7,Yes,Yes,81,86,1.0
2505,7.5,1,2,2,72,3.9,Yes,Yes,55,71,
2506,8.3,1,3,2,90,4.8,Yes,Yes,85,86,1.0
2507,8.3,1,0,0,73,4.6,Yes,Yes,70,85,1.0
2508,6.9,0,2,0,79,4.1,No,Yes,63,64,
2509,6.8,1,1,1,72,4.3,No,Yes,65,60,1.0
2510,7.3,1,1,1,66,3.6,No,Yes,55,65,
2511,8.2,2,3,2,87,4.8,Yes,Yes,77,86,1.0
2512,8.1,0,2,0,81,4.8,No,Yes,88,82,
2513,6.8,1,1,1,78,4.1,Yes,No,78,86,
2514,7.7,1,2,0,68,3.7,No,Yes,74,71,
2515,7.4,2,1,0,74,4.5,Yes,Yes,67,68,
2516,8.2,2,3,2,90,4.5,Yes,Yes,90,67,1.0
2517,8.0,1,3,0,89,4.5,Yes,Yes,79,78,1.0
2518,6.7,2,3,2,85,4.2,Yes,Yes,64,64,
2519,6.8,0,1,1,62,3.5,No,No,55,63,
2520,7.7,0,2,0,81,4.2,No,Yes,75,60,
2521,7.6,1,1,0,69,3.9,No,No,59,64,
2522,8.1,1,1,2,76,4.0,No,Yes,71,71,
2523,7.5,1,2,0,75,3.9,No,No,56,66,
2524,8.4,1,3,2,85,4.8,Yes,Yes,76,82,1.0
2525,7.8,0,2,1,74,4.5,No,Yes,74,81,1.0
2526,6.9,0,1,1,73,3.5,No,Yes,69,63,
2527,8.2,0,2,1,68,4.3,Yes,Yes,62,68,1.0
2528,7.0,0,1,1,75,4.0,No,Yes,58,73,
2529,6.8,1,2,2,76,3.7,Yes,Yes,55,63,
2530,8.3,0,3,0,90,4.8,Yes,Yes,74,85,1.0
2531,8.5,2,3,2,87,4.4,Yes,Yes,77,71,1.0
2532,7.3,1,1,2,76,4.3,No,No,55,70,1.0
2533,7.5,1,3,0,83,4.7,Yes,Yes,59,87,1.0
2534,6.5,1,2,1,78,4.5,No,No,57,66,
2535,7.2,1,1,1,73,3.6,No,No,56,65,1.0
2536,8.1,1,3,2,90,4.8,Yes,Yes,86,80,1.0
2537,7.4,1,1,0,90,4.4,No,Yes,58,63,
2538,7.4,0,2,2,78,3.8,No,Yes,80,70,
2539,8.4,2,3,2,90,4.8,Yes,Yes,69,63,1.0
2540,7.5,1,3,1,84,4.8,Yes,Yes,72,67,1.0
2541,6.8,0,2,2,84,4.5,No,No,67,70,
2542,8.4,1,2,2,72,4.6,Yes,Yes,70,67,
2543,8.4,1,3,2,90,4.8,Yes,Yes,85,88,1.0
2544,7.6,1,2,0,90,4.8,Yes,Yes,77,86,1.0
2545,8.2,0,1,1,85,4.7,Yes,No,81,66,
2546,8.3,1,3,1,72,4.3,Yes,Yes,55,67,
2547,6.9,1,2,1,60,4.8,Yes,Yes,69,69,
2548,8.7,1,3,0,87,4.8,Yes,Yes,65,82,
2549,7.5,1,1,1,72,4.4,No,Yes,60,69,
2550,7.6,1,2,0,86,4.2,No,Yes,58,65,
2551,7.6,2,3,0,78,3.7,Yes,Yes,72,84,1.0
2552,8.5,2,1,1,80,3.6,Yes,No,83,68,
2553,6.9,2,3,3,80,4.8,Yes,No,82,86,1.0
2554,8.0,1,3,2,90,4.8,No,Yes,85,88,1.0
2555,8.2,2,3,2,90,4.1,Yes,Yes,73,69,1.0
2556,8.2,1,3,2,89,4.5,Yes,Yes,84,88,1.0
2557,8.4,1,2,2,86,4.8,No,Yes,87,85,1.0
2558,8.2,1,3,2,90,4.8,Yes,Yes,75,81,1.0
2559,7.5,0,1,0,77,4.3,No,Yes,61,69,
2560,8.4,1,3,2,90,4.8,Yes,Yes,87,83,1.0
2561,8.3,2,3,2,90,4.8,Yes,Yes,68,88,1.0
2562,8.4,0,2,2,86,4.7,Yes,Yes,66,87,
2563,7.5,1,2,0,77,4.8,No,Yes,55,59,
2564,7.6,1,1,2,73,4.2,Yes,No,64,76,
2565,7.6,2,2,2,79,4.8,Yes,Yes,76,82,1.0
2566,8.3,1,2,0,76,4.4,Yes,Yes,82,84,1.0
2567,7.5,1,1,0,68,4.8,No,Yes,63,69,
2568,7.4,1,1,0,66,3.8,Yes,Yes,62,65,
2569,8.3,0,1,1,69,4.1,Yes,Yes,60,66,
2570,8.4,1,3,2,90,4.7,Yes,Yes,81,88,1.0
2571,7.1,1,1,0,74,4.7,Yes,No,78,70,
2572,8.4,0,2,0,81,3.8,Yes,Yes,65,65,1.0
2573,8.1,0,3,2,87,4.8,Yes,No,90,83,1.0
2574,7.4,1,1,3,74,4.1,No,Yes,61,63,
2575,7.8,1,1,2,62,3.9,No,No,60,62,
2576,8.2,2,3,0,81,4.7,Yes,No,79,61,
2577,7.4,1,3,2,87,4.4,No,Yes,78,72,
2578,6.6,1,1,1,83,3.9,Yes,No,70,66,
2579,6.7,0,2,0,82,4.3,No,Yes,55,62,
2580,6.5,0,1,1,73,3.8,No,Yes,55,71,
2581,8.0,0,1,1,67,4.1,Yes,Yes,62,61,1.0
2582,7.9,1,3,0,78,4.2,No,Yes,55,74,1.0
2583,6.5,2,3,2,81,3.3,No,Yes,83,76,1.0
2584,8.7,2,3,2,90,4.8,Yes,Yes,81,80,1.0
2585,8.8,2,3,2,85,4.7,Yes,No,86,86,1.0
2586,6.6,1,1,0,60,4.2,No,Yes,62,67,
2587,7.4,1,2,0,73,3.3,No,Yes,57,66,
2588,8.8,1,1,0,69,4.7,Yes,Yes,70,83,
2589,7.3,2,2,1,85,4.8,No,No,56,69,
2590,8.5,2,3,2,90,4.7,No,Yes,76,82,1.0
2591,7.9,2,2,1,88,4.5,Yes,Yes,83,73,1.0
2592,6.6,1,3,2,76,4.5,Yes,Yes,74,84,1.0
2593,8.2,2,2,0,72,4.8,No,Yes,72,64,
2594,7.5,1,2,1,76,4.2,No,Yes,55,71,
2595,7.7,1,1,0,73,4.0,Yes,Yes,65,75,1.0
2596,8.2,2,3,2,90,4.8,Yes,Yes,85,83,1.0
2597,7.5,1,2,1,77,4.6,Yes,Yes,84,65,
2598,7.1,1,1,1,87,4.2,No,No,75,70,
2599,7.7,1,2,0,84,4.7,No,Yes,72,61,
2600,7.3,1,1,0,68,4.3,No,No,55,72,
2601,7.9,0,1,0,69,3.8,No,Yes,66,61,
2602,8.2,0,2,2,90,4.8,Yes,Yes,77,83,1.0
2603,6.8,1,1,0,80,4.3,No,Yes,55,76,1.0
2604,7.3,1,1,0,62,4.1,No,No,57,73,
2605,7.9,2,3,2,90,4.7,Yes,Yes,75,74,1.0
2606,8.4,2,3,2,90,4.8,Yes,Yes,81,88,1.0
2607,8.6,2,3,2,79,4.8,Yes,Yes,75,86,1.0
2608,8.5,1,1,0,80,4.6,No,No,61,69,
2609,7.8,2,3,0,81,4.5,Yes,Yes,77,81,
2610,7.3,0,3,2,90,4.1,Yes,Yes,80,80,1.0
2611,7.6,0,1,1,65,4.2,Yes,Yes,58,65,
2612,8.5,0,2,2,86,4.8,No,Yes,55,69,1.0
2613,8.5,2,3,2,90,4.8,Yes,Yes,79,80,1.0
2614,8.4,2,3,2,90,4.5,Yes,Yes,84,85,
2615,7.7,0,1,1,72,3.8,Yes,Yes,63,68,
2616,7.7,0,2,0,80,4.3,No,Yes,75,67,
2617,7.4,2,1,2,90,4.7,Yes,Yes,81,88,
2618,6.6,1,1,0,72,4.1,Yes,No,58,64,1.0
2619,7.4,1,0,1,67,3.6,No,No,55,63,
2620,7.9,2,1,0,77,4.3,Yes,No,77,84,
2621,8.6,2,3,2,84,4.5,Yes,Yes,81,85,1.0
2622,7.5,1,1,1,69,3.7,No,No,55,63,
2623,6.7,1,1,0,70,3.6,No,No,64,69,
2624,7.8,1,3,2,90,4.1,Yes,No,70,86,
2625,7.7,1,1,0,82,3.7,No,Yes,55,81,1.0
2626,7.6,1,1,0,89,4.2,No,Yes,55,68,
2627,6.6,1,1,0,87,4.8,No,No,56,65,
2628,6.7,2,1,2,77,4.1,No,Yes,58,57,
2629,7.5,1,1,1,65,3.7,Yes,Yes,55,61,
2630,8.4,1,3,1,80,4.4,Yes,Yes,74,80,
2631,7.6,1,3,0,80,4.7,No,No,77,70,
2632,7.5,1,2,0,62,3.9,No,No,71,72,
2633,8.4,2,2,0,80,4.0,Yes,No,71,84,
2634,7.5,1,1,0,80,4.7,No,No,56,82,1.0
2635,7.9,1,2,1,86,4.6,Yes,Yes,82,62,1.0
2636,6.5,0,1,0,76,4.6,Yes,Yes,79,67,
2637,8.3,1,3,2,90,4.8,Yes,Yes,76,88,1.0
2638,8.1,1,3,2,86,4.6,Yes,Yes,88,84,1.0
2639,7.6,0,1,0,69,3.4,No,No,60,74,
2640,8.4,2,3,2,90,4.8,Yes,Yes,85,78,1.0
2641,8.0,0,1,0,81,3.1,No,No,65,59,
2642,8.1,1,2,0,89,4.8,Yes,Yes,77,83,
2643,8.5,0,2,1,89,4.8,Yes,Yes,56,72,1.0
2644,8.9,2,1,2,90,4.7,Yes,Yes,75,84,1.0
2645,7.3,1,1,1,80,4.7,No,No,55,67,
2646,7.0,2,1,0,75,3.8,Yes,Yes,69,67,1.0
2647,6.8,1,1,1,65,4.5,No,Yes,55,62,
2648,7.4,0,1,0,72,3.6,No,No,60,71,
2649,8.5,1,3,1,89,4.6,Yes,Yes,78,82,
2650,7.9,2,1,3,70,4.0,Yes,Yes,67,81,1.0
2651,8.5,1,2,0,85,4.3,No,Yes,55,83,1.0
2652,7.6,0,2,2,76,4.2,Yes,Yes,78,84,
2653,7.8,2,3,2,90,4.6,Yes,Yes,79,88,1.0
2654,7.3,1,1,1,67,3.4,No,No,55,68,
2655,8.5,1,3,3,88,4.4,Yes,Yes,75,83,1.0
2656,8.5,2,2,2,90,4.8,Yes,Yes,84,71,1.0
2657,6.5,0,1,2,63,3.9,No,No,59,70,
2658,7.4,1,3,2,83,4.8,No,Yes,68,88,1.0
2659,7.6,1,2,0,75,3.9,Yes,Yes,57,62,
2660,7.5,1,3,2,78,4.6,Yes,Yes,74,84,1.0
2661,8.5,2,2,3,67,4.6,Yes,No,58,80,
2662,7.5,1,2,0,74,4.3,No,No,55,65,
2663,6.5,1,1,1,72,4.4,No,No,58,67,
2664,7.7,0,3,0,83,4.2,Yes,Yes,71,82,
2665,7.5,0,1,0,80,4.5,Yes,Yes,79,73,
2666,7.6,1,3,0,72,4.0,Yes,No,66,74,
2667,8.2,2,3,2,90,4.8,Yes,Yes,73,83,1.0
2668,6.5,0,1,1,60,3.2,No,No,62,74,
2669,6.9,0,1,0,73,3.0,No,No,62,62,
2670,8.6,2,3,2,90,4.8,Yes,Yes,75,78,1.0
2671,6.8,1,1,0,82,4.2,No,No,59,72,
2672,8.4,1,1,1,82,4.3,Yes,Yes,60,82,
2673,6.7,1,2,0,90,4.7,Yes,Yes,55,82,1.0
2674,7.5,1,1,2,78,4.4,No,Yes,76,74,
2675,8.1,1,1,1,78,4.3,No,Yes,58,63,
2676,8.3,1,3,1,81,4.3,Yes,Yes,79,88,
2677,6.5,0,1,0,72,4.6,No,No,79,58,
2678,7.2,1,2,3,78,4.5,Yes,Yes,70,74,
2679,8.5,1,3,2,84,4.6,Yes,Yes,74,85,1.0
2680,7.2,1,1,1,66,3.8,Yes,No,67,67,
2681,6.5,1,1,0,77,3.9,Yes,No,67,71,
2682,6.5,1,1,1,79,3.8,No,Yes,60,69,
2683,6.5,0,2,0,79,3.6,No,Yes,72,70,
2684,6.5,1,2,0,73,3.6,Yes,Yes,84,72,
2685,7.0,1,2,0,72,4.1,No,Yes,71,73,
2686,8.4,1,3,1,83,4.2,Yes,Yes,85,81,1.0
2687,7.9,1,3,0,83,4.6,Yes,Yes,81,68,1.0
2688,8.5,2,3,1,90,4.7,Yes,Yes,72,77,1.0
2689,8.4,1,3,2,77,4.5,Yes,Yes,82,80,1.0
2690,6.5,1,2,0,84,4.7,No,Yes,55,60,
2691,6.5,1,2,1,73,4.1,No,Yes,65,68,
2692,7.6,1,2,0,80,3.7,No,Yes,69,63,
2693,8.4,1,3,2,86,4.7,Yes,Yes,80,84,1.0
2694,8.3,0,1,2,84,4.8,Yes,Yes,83,82,1.0
2695,7.6,1,2,0,73,4.4,No,Yes,56,66,1.0
2696,7.7,1,1,1,66,3.3,No,No,55,62,
2697,7.2,1,2,0,69,4.5,No,Yes,56,67,1.0
2698,8.3,2,2,2,77,4.0,Yes,Yes,84,81,1.0
2699,8.6,1,3,1,85,4.6,Yes,Yes,71,84,1.0
2700,8.4,2,3,2,90,4.8,Yes,Yes,75,84,1.0
2701,6.7,1,1,0,86,4.8,No,Yes,55,64,1.0
2702,7.3,0,1,0,81,4.2,No,Yes,59,60,
2703,8.5,2,3,2,90,4.8,Yes,Yes,83,85,1.0
2704,7.3,1,1,0,78,3.7,No,No,55,70,
2705,7.5,1,2,2,72,4.1,Yes,Yes,66,70,
2706,8.6,2,3,2,90,4.7,Yes,Yes,85,82,1.0
2707,8.8,1,3,3,90,4.8,Yes,Yes,75,84,
2708,7.5,0,2,0,80,4.4,No,Yes,65,68,
2709,8.5,2,1,2,83,4.3,Yes,Yes,65,84,
2710,7.9,2,3,2,90,4.8,Yes,Yes,81,87,1.0
2711,6.6,1,1,1,71,4.0,No,Yes,55,63,
2712,8.5,2,3,2,90,4.7,Yes,Yes,80,84,1.0
2713,6.8,1,1,0,73,4.3,No,No,63,68,
2714,8.6,1,2,2,76,4.4,Yes,No,79,84,
2715,6.5,1,1,1,79,4.2,Yes,Yes,82,69,1.0
2716,6.5,1,1,0,69,4.3,No,Yes,55,68,
2717,6.5,0,3,0,71,3.8,No,Yes,63,66,
2718,8.4,0,3,0,86,4.6,Yes,Yes,90,83,1.0
2719,6.5,0,1,0,68,3.6,No,Yes,60,75,
2720,8.2,0,3,2,78,4.8,Yes,No,61,71,1.0
2721,7.5,1,1,0,69,4.3,No,No,60,71,
2722,7.4,0,1,1,69,3.5,No,Yes,57,85,
2723,8.3,2,2,0,78,4.1,No,Yes,60,83,1.0
2724,7.7,0,3,0,87,4.7,Yes,Yes,81,60,1.0
2725,7.4,1,1,2,84,4.7,Yes,Yes,80,75,1.0
2726,8.4,1,2,0,78,4.2,Yes,Yes,69,70,
2727,7.6,1,3,2,84,4.2,Yes,Yes,75,83,
2728,7.9,0,3,1,77,4.0,Yes,Yes,55,61,
2729,7.6,1,1,0,75,3.6,No,Yes,55,68,
2730,7.6,0,2,0,79,4.6,No,Yes,76,72,
2731,6.6,1,2,1,62,3.4,No,Yes,58,62,
2732,8.1,1,3,2,89,4.8,Yes,Yes,75,82,1.0
2733,7.4,1,2,1,71,4.3,Yes,Yes,67,73,
2734,7.7,2,3,2,90,4.8,Yes,Yes,81,85,1.0
2735,6.5,1,1,1,72,3.3,No,Yes,55,62,
2736,8.1,2,3,2,90,4.7,Yes,Yes,76,88,1.0
2737,7.6,2,2,1,84,4.8,Yes,Yes,90,84,
2738,7.9,0,1,2,77,4.8,Yes,Yes,83,82,1.0
2739,8.5,1,3,2,88,4.8,Yes,Yes,83,83,
2740,8.1,2,3,2,82,4.7,Yes,Yes,83,86,1.0
2741,8.4,2,3,0,86,4.7,Yes,Yes,84,83,1.0
2742,8.8,2,3,2,90,4.8,Yes,Yes,77,81,1.0
2743,7.6,1,3,0,80,4.8,Yes,Yes,73,78,1.0
2744,8.3,2,3,2,90,4.8,Yes,Yes,80,88,1.0
2745,8.2,0,1,1,68,3.8,Yes,No,79,83,1.0
2746,6.5,0,1,0,72,4.1,No,No,56,68,
2747,7.7,2,3,0,71,3.8,No,No,73,74,
2748,7.9,1,2,1,70,4.3,No,Yes,58,71,
2749,8.1,2,3,2,85,4.6,Yes,Yes,82,85,1.0
2750,8.6,1,3,0,90,4.8,Yes,Yes,87,81,1.0
2751,7.7,0,2,1,72,4.4,No,Yes,58,66,
2752,8.6,0,3,2,90,4.8,Yes,Yes,77,83,1.0
2753,8.1,1,2,0,81,4.2,No,No,55,70,
2754,6.5,1,1,0,70,4.2,No,Yes,63,72,
2755,8.2,1,2,2,80,4.4,Yes,Yes,68,87,1.0
2756,8.4,2,3,2,90,4.4,Yes,Yes,74,88,1.0
2757,8.4,2,3,2,90,4.8,Yes,Yes,81,81,1.0
2758,8.6,1,3,3,78,4.7,Yes,Yes,76,87,1.0
2759,6.5,1,1,1,74,3.8,No,No,69,64,
2760,7.5,2,1,1,82,4.7,No,No,76,68,
2761,8.3,1,1,3,76,4.2,No,Yes,56,83,
2762,8.0,0,3,2,87,4.5,Yes,Yes,83,81,1.0
2763,7.6,2,1,0,90,4.8,No,Yes,68,74,
2764,8.0,0,3,1,86,4.3,Yes,Yes,75,66,1.0
2765,8.5,1,1,2,90,4.7,Yes,Yes,75,88,1.0
2766,8.4,2,1,1,79,4.3,Yes,Yes,74,68,1.0
2767,8.2,0,3,0,90,4.5,Yes,No,88,77,
2768,7.9,0,3,2,89,4.7,Yes,Yes,78,82,1.0
2769,6.5,0,2,2,77,4.6,No,Yes,72,83,
2770,8.1,0,1,0,68,4.2,No,No,55,59,
2771,7.3,0,1,0,64,3.7,No,No,62,72,
2772,8.5,0,1,2,83,4.2,Yes,No,79,73,1.0
2773,8.3,1,3,2,87,4.8,Yes,Yes,79,85,1.0
2774,7.7,0,3,0,83,4.5,Yes,Yes,80,82,
2775,9.0,0,3,2,86,4.8,Yes,Yes,79,86,1.0
2776,7.0,1,2,1,78,4.0,No,No,55,71,
2777,7.5,1,1,1,71,4.5,No,No,55,69,
2778,7.1,0,1,1,69,4.8,No,No,65,66,
2779,8.2,1,2,2,71,4.4,Yes,Yes,73,87,1.0
2780,8.1,2,3,2,82,4.2,Yes,Yes,72,82,
2781,7.3,0,1,1,84,4.7,No,No,55,68,
2782,8.4,1,3,1,79,4.0,Yes,Yes,80,83,
