date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
08/04/2015,MobiKwik,digital / mobile wallet,,gurgaon,private equity,"2,50,00,000",25000000.0,private_equity
08/04/2015,Olacabs,cab aggregator,,bangalore,private equity,"40,00,00,000",400000000.0,private_equity
09/04/2015,Gadgetwood,device repair svcs,,new delhi,seed funding,"2,00,000",200000.0,seed
09/04/2015,Bonhomia,premium beverages,,new delhi,seed funding,"20,00,000",2000000.0,seed
09/04/2015,Changer Mints,digital / mobile wallet,,kolkata,seed funding,"1,65,000",165000.0,seed
09/04/2015,Urban Ladder,online furnishing\\necommerce,,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
10/04/2015,Whatfix,interactive\\xc2\\xa0 how-to guides,,bangalore,seed funding,"9,00,000",900000.0,seed
11/04/2015,Zomato,restaurant reviews,,gurgaon,private equity,"2,50,00,000",25000000.0,private_equity
13/04/2015,ZopNow,online grocer,,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
13/04/2015,Nayi Disha,ed-tech,,new delhi,seed funding,"3,00,000",300000.0,seed
13/04.2015,The Porter,logistics tech,,mumbai,seed funding,"5,00,000",500000.0,seed
13/04/2015,Commeasure,online hotel booking,,noida,seed funding,"10,00,000",1000000.0,seed
13/04/2015,Capricoast,online kitchen furniture,,bangalore,seed funding,"12,50,000",1250000.0,seed
14/04/2015,LocalOye,hyper-local online services,,mumbai,private equity,"50,00,000",5000000.0,private_equity
15/04/2015,Grofers,hyper-local online/mobile grocery,,gurgaon,private equity,"3,50,00,000",35000000.0,private_equity
15/04/2015,PepperTap,hyper-local online/mobile grocery,,gurgaon,private equity,"1,00,00,000",10000000.0,private_equity
15/04/2015,PolicyBazaar,online policy aggregator,,gurgaon,private equity,"4,00,00,000",40000000.0,private_equity
16/04/2015,UrbanClap,hyperlocal mobile services marketplace,,new delhi,seed funding,"16,00,000",1600000.0,seed
16/04/2015,Taskbob,ondemand\\nmobile handyman services,,mumbai,seed funding,"12,00,000",1200000.0,seed
17/04/2015,Robosoft,mobile app development,,udupi,private equity,"1,20,00,000",12000000.0,private_equity
20/04/2015,Pastiwala,material collection and recycling,,vadodara,private equity,"40,00,000",4000000.0,private_equity
20/04/2015,1mg (Healthkartplus),online pharmacy and drug db,,gurgaon,private equity,"60,00,000",6000000.0,private_equity
20/04/2015,Freshdesk,online / mobile customer support,,chennai,private equity,"5,00,00,000",50000000.0,private_equity
20/04/2015,Sulekha.com,online classifieds and listings,,chennai,private equity,"2,80,00,000",28000000.0,private_equity
22/04/2015,Eat.Shop.Love,fashion ecommerce,,bangalore,private equity,"35,00,000",3500000.0,private_equity
22/04/2015,Avanti Learning,private coaching centers,,new delhi,private equity,"15,00,000",1500000.0,private_equity
23/04/2015,Simplilearn,online certification courses,,bangalore,private equity,"1,50,00,000",15000000.0,private_equity
23/04/2015,Craftstvilla,ethnic product ecommerce,,mumbai,private equity,"1,80,00,000",18000000.0,private_equity
23/04/2015,HeadOut,last minute travel deals mobile marketplace,,bangalore / sfo,seed funding,"18,00,000",1800000.0,seed
23/04/2015,happay,usiness expense management,,bangalore,seed funding,"5,00,000",500000.0,seed
23/04/2015,Jugnoo,auto rickshaw based logistics,,chandigarh,seed funding,"10,00,000",1000000.0,seed
24/04/2015,Coverfox,online insurance aggregator,,mumbai,private equity,"1,20,00,000",12000000.0,private_equity
27/04/2015,Torqus,restaurant management platform,,pune,seed funding,"3,50,000",350000.0,seed
27/04/2015,Grab,food logistics and delivery,,mumbai,seed funding,"10,00,000",1000000.0,seed
27/04/2015,LogicRoots,interactive educational games,,jaipur,seed funding,"4,00,000",400000.0,seed
28/04/2015,Babajobs,grey collar job board,,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
28/04/2015,Jay Robotix,robotic program learning,,hyderabad,seed funding,"2,50,000",250000.0,seed
28/04/2015,Naaptol.com,tele-shopping / ecommerce,,mumbai,private equity,"2,15,00,000",21500000.0,private_equity
29/04/2015,ReGlobe,used gadgets buy / refurbishing,,gurgaon,seed funding,"10,00,000",1000000.0,seed
29/04/2015,Icertis,cloud enterprise software,,pune / us,private equity,"60,00,000",6000000.0,private_equity
29/04/2015,Tracxn,startup analytics platform,,bangalore,private equity,"35,00,000",3500000.0,private_equity
29/04/2015,Tradelab,financial markets software,,bangalore,seed funding,"4,00,000",400000.0,seed
29/04/2015,PiQube,hiring analytics platform,,chennai,seed funding,"5,00,000",500000.0,seed
29/04/2015,Travel Triangle,online travel marketplace,,noida,private equity,"80,00,000",8000000.0,private_equity
02/03/2015,TrulyMadly.com,unknown,,unknown,private equity,"55,00,000",5500000.0,private_equity
02/03/2015,InstaLively,unknown,,unknown,seed funding,"1,20,000",120000.0,seed
03/03/2015,Vserv,unknown,,unknown,private equity,"1,50,00,000",15000000.0,private_equity
05/03/2015,Niffler,unknown,,unknown,seed funding,"10,00,000",1000000.0,seed
05/03/2015,CustomFurnish.com,unknown,,unknown,private equity,"25,00,000",2500000.0,private_equity
06/03/2015,MapMyGenome,unknown,,unknown,private equity,"12,00,000",1200000.0,private_equity
09/03/2015,Crowdfire (formerly Justunfollow),unknown,,unknown,private equity,"25,00,000",2500000.0,private_equity
09/03/2015,Bite Club,unknown,,unknown,seed funding,"5,00,000",500000.0,seed
11/03/2015,Appedo,unknown,,unknown,seed funding,"10,00,000",1000000.0,seed
11/03/2015,Fitraq.com,unknown,,unknown,seed funding,"1,50,000",150000.0,seed
11/03/2015,ChargeBee,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
11/03/2015,Groupon India,unknown,,unknown,private equity,"2,00,00,000",20000000.0,private_equity
12/03/2015,MoonFrog Labs,unknown,,unknown,private equity,"1,50,00,000",15000000.0,private_equity
13/03/2015,Foodpanda,unknown,,unknown,private equity,"11,00,00,000",110000000.0,private_equity
13/03/2015,DiabetOmics,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
14/03/2015,Daily Rounds,unknown,,unknown,seed funding,"5,00,000",500000.0,seed
14/03/2015,Orobind,unknown,,unknown,seed funding,"2,00,000",200000.0,seed
16/03/2015,Digital Gorkha,unknown,,unknown,seed funding,"1,66,000",166000.0,seed
16/03/2015,NestAway,unknown,,unknown,seed funding,"13,00,000",1300000.0,seed
16/03/2015,The Better India,unknown,,unknown,seed funding,"1,66,000",166000.0,seed
16/03/2015,Meru Cabs,unknown,,unknown,private equity,"5,00,00,000",50000000.0,private_equity
18/03/2015,Drivestream,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
18/03/2015,wWhere,unknown,,unknown,seed funding,"2,00,000",200000.0,seed
19/03/2015,Tripoto,unknown,,unknown,private equity,"20,00,000",2000000.0,private_equity
19/03/2015,Graphic India,unknown,,unknown,seed funding,"28,00,000",2800000.0,seed
20/03/2015,Lets Corp,unknown,,unknown,seed funding,"30,00,000",3000000.0,seed
20/03/2015,CollateBox,unknown,,unknown,seed funding,"1,80,000",180000.0,seed
20/03/2015,Mahindra First Choice,unknown,,unknown,private equity,"1,50,00,000",15000000.0,private_equity
23/03/2015,RazorPay,unknown,,unknown,seed funding,"1,20,000",120000.0,seed
24/03/2015,Furlenco,unknown,,unknown,private equity,"60,00,000",6000000.0,private_equity
24/03/2015,Cubito,unknown,,unknown,seed funding,"1,60,000",160000.0,seed
25/03/2015,Teabox,unknown,,unknown,private equity,"60,00,000",6000000.0,private_equity
25/03/2015,Artoo,unknown,,unknown,private equity,"5,00,000",500000.0,private_equity
25/03/2015,Fxkart.com,unknown,,unknown,seed funding,"20,00,000",2000000.0,seed
25/03/2015,OYO Rooms,unknown,,unknown,private equity,"2,50,00,000",25000000.0,private_equity
26/03/2015,Roposo.com,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
26/03/2015,Teewe,unknown,,unknown,seed funding,"17,50,000",1750000.0,seed
27/03/2015,Urjas,unknown,,unknown,seed funding,"1,00,000",100000.0,seed
27/03/2015,Chargein,unknown,,unknown,seed funding,"1,00,000",100000.0,seed
28/03/2015,Yogurt Labs,unknown,,unknown,seed funding,"1,15,000",115000.0,seed
28/03/2015,LimeRoad.com,unknown,,unknown,private equity,"3,00,00,000",30000000.0,private_equity
28/03/2015,Team Indus,unknown,,unknown,private equity,"15,00,000",1500000.0,private_equity
30/03/2015,Arohan Financial Services,unknown,,unknown,private equity,"1,00,00,000",10000000.0,private_equity
30/03/2015,BillDesk,unknown,,unknown,private equity,"7,50,00,000",75000000.0,private_equity
31/03/2015,Triphobo,unknown,,unknown,private equity,"30,00,000",3000000.0,private_equity
31/03/2015,Aryaka,unknown,,unknown,private equity,"1,60,00,000",16000000.0,private_equity
31/03/2015,Appsdaily,unknown,,unknown,private equity,"1,60,00,000",16000000.0,private_equity
02/02/2015,Faaya,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,InstaBounce,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,Chloroplast Foods,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,Dealwithus,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,CleverSharks,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,Leaf,unknown,,unknown,seed\\nfunding,"16,600",16600.0,seed
02/02/2015,SmartPocket,unknown,,unknown,seed\\nfunding,"2,50,000",250000.0,seed
02/02/2015,Yumist,unknown,,unknown,private equity,"10,00,000",1000000.0,private_equity
02/02/2015,FirstCry,unknown,,unknown,private equity,"2,60,00,000",26000000.0,private_equity
02/02/2015,HolaChef,unknown,,unknown,seed\\nfunding,"3,25,000",325000.0,seed
03/02/2015,Frsh.co.in,unknown,,unknown,seed\\nfunding,"5,18,000",518000.0,seed
03/02/2015,Manthan,unknown,,unknown,private equity,"6,00,00,000",60000000.0,private_equity
05/02/2015,Culture Machine,unknown,,unknown,private equity,"1,80,00,000",18000000.0,private_equity
05/02/2015,Aisle.co,unknown,,unknown,seed\\nfunding,"1,00,000",100000.0,seed
06/02/2015,FreeCharge,unknown,,unknown,private equity,"8,00,00,000",80000000.0,private_equity
06/02/2015,NewsHunt,unknown,,unknown,private equity,"4,00,00,000",40000000.0,private_equity
09/02/2015,MyNoticePeriod,unknown,,unknown,private equity,"30,00,000",3000000.0,private_equity
09/02/2015,Faaso\\xe2\\x80\\x99s,unknown,,unknown,private equity,"2,00,00,000",20000000.0,private_equity
11/02/2015,Capital Float,unknown,,unknown,private equity,"1,30,00,000",13000000.0,private_equity
11/02/2015,Nimble Wireless,unknown,,unknown,seed\\nfunding,"30,00,000",3000000.0,seed
12/02/2015,Stayzilla,unknown,,unknown,private equity,"2,00,00,000",20000000.0,private_equity
12/02/2015,Practo,unknown,,unknown,private equity,"3,00,00,000",30000000.0,private_equity
13/02/2015,20Dresses,unknown,,unknown,seed\\nfunding,"10,00,000",1000000.0,seed
13/02/2015,Itzcash,unknown,,unknown,private equity,"1,65,00,000",16500000.0,private_equity
16/02/2015,NewsInShorts,unknown,,unknown,private equity,"41,50,000",4150000.0,private_equity
16/02/2015,iTraveller.com,unknown,,unknown,private equity,"10,00,000",1000000.0,private_equity
18/02/2015,Wooplr.com,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
19/05/2015,Springleap,unknown,,unknown,seed\\nfunding,"8,00,000",800000.0,seed
20/02/2015,Klip.in,unknown,,unknown,seed\\nfunding,"5,00,000",500000.0,seed
20/02/2015,Renderlogy,unknown,,unknown,private equity,"16,00,000",1600000.0,private_equity
21/02/2015,Appbase,unknown,,unknown,seed\\nfunding,"2,90,000",290000.0,seed
23/02/2015,HomeLane,unknown,,unknown,private equity,"45,00,000",4500000.0,private_equity
23/02/2015,Trip38,unknown,,unknown,private equity,"10,00,000",1000000.0,private_equity
23/02/2015,Smartairtrip.com,unknown,,unknown,private equity,"1,00,00,000",10000000.0,private_equity
23/02/2015,NoBroker,unknown,,unknown,private equity,"30,00,000",3000000.0,private_equity
24/02/2015,Caravan Craft Retail,unknown,,unknown,seed\\nfunding,"5,00,000",500000.0,seed
25/02/2015,Clonect Solutions,unknown,,unknown,seed\\nfunding,"2,50,000",250000.0,seed
25/02/2015,TaxSutra,unknown,,unknown,seed\\nfunding,"1,60,000",160000.0,seed
25/02/2015,Sattviko,unknown,,unknown,seed\\nfunding,"3,20,000",320000.0,seed
25/02/2015,IndustryBuying,unknown,,unknown,private equity,"20,00,000",2000000.0,private_equity
26/02/2015,TinyOwl,unknown,,unknown,private equity,"1,60,00,000",16000000.0,private_equity
27/02/2015,Momoe,unknown,,unknown,seed\\nfunding,"12,00,000",1200000.0,seed
27/02/2015,Grofers,unknown,,unknown,private equity,"1,00,00,000",10000000.0,private_equity
02/01/2015,LensKart,unknown,,unknown,private equity,"21,50,000",2150000.0,private_equity
02/01/2015,VioletStreet,unknown,,unknown,seed\\nfunding,"3,15,000",315000.0,seed
05/01/2015,Lookup,unknown,,unknown,seed\\nfunding,"3,80,000",380000.0,seed
05/01/2015,#Fame,unknown,,unknown,private equity,"1,00,00,000",10000000.0,private_equity
05/01/2015,Gympik,unknown,,unknown,seed funding,"1,35,000",135000.0,seed
06/01/2015,Near.in,unknown,,unknown,seed funding,"2,85,000",285000.0,seed
06/01/2015,NumberMall,unknown,,unknown,private equity,"1,00,00,000",10000000.0,private_equity
06/01/2015,Tookitaki,unknown,,unknown,private\\nequity,"10,00,000",1000000.0,other
06/01/2015,Frankly,unknown,,unknown,seed funding,"6,00,000",600000.0,seed
07/01/2015,Nurturey,unknown,,unknown,crowd funding,"1,25,000",125000.0,other
07/01/2015,Stridalyzer,unknown,,unknown,crowd funding,"30,768",30768.0,other
07/01/2015,Commonfloor,unknown,,unknown,private equity,"50,00,000",5000000.0,private_equity
09/01/2015,YepMe,unknown,,unknown,private equity,"1,30,00,000",13000000.0,private_equity
12/01/2015,MyDreamStore,unknown,,unknown,seed funding,"2,90,000",290000.0,seed
14/01/2015,RateGain,unknown,,unknown,private equity,"5,00,00,000",50000000.0,private_equity
15/01.2015,Wishberry,unknown,,unknown,seed funding,"6,50,000",650000.0,seed
16/01/2015,eKincare,unknown,,unknown,seed funding,"1,61,000",161000.0,seed
18/01/2015,ShopClues,unknown,,unknown,private equity,"10,00,00,000",100000000.0,private_equity
19/01/2015,Refiral,unknown,,unknown,seed funding,"3,30,000",330000.0,seed
19/01/2015,HealthyWorld.in,unknown,,unknown,seed funding,"2,00,000",200000.0,seed
19/01/2015,Hostel Dunia,unknown,,unknown,seed funding,"16,000",16000.0,seed
19/01/2015,Play your sport,unknown,,unknown,seed funding,"16,000",16000.0,seed
19/01/2015,Yo Grad,unknown,,unknown,seed funding,"16,000",16000.0,seed
19/01/2015,Enabli,unknown,,unknown,seed funding,"16,000",16000.0,seed
19/01/2015,CBS,unknown,,unknown,seed funding,"16,000",16000.0,seed
20/01/2015,Hopscotch,unknown,,unknown,private equity,"1,10,00,000",11000000.0,private_equity
20/01/2015,HealthyWorld.in,unknown,,unknown,seed funding,"2,00,000",200000.0,seed
21/01/2015,Simplilearn,unknown,,unknown,private equity,"1,47,50,000",14750000.0,private_equity
21/01/2015,MyDreamStore,unknown,,unknown,seed funding,"3,25,000",325000.0,seed
21/05/2015,Villgro,unknown,,unknown,seed funding,"32,50,000",3250000.0,seed
22/01//2015,Corporate360,unknown,,unknown,seed funding,"2,00,000",200000.0,seed
22/01/2015,Antuit,unknown,,unknown,private equity,"5,60,00,000",56000000.0,private_equity
22/01/2015,Caratlane.com,unknown,,unknown,private equity,"3,10,00,000",31000000.0,private_equity
24/01/2015,Aasaanjobs,unknown,,unknown,seed funding,"15,00,000",1500000.0,seed
25/01/2015,Thrill App,unknown,,unknown,private equity,"10,00,000",1000000.0,private_equity
27/01/2015,CarDekho.com,unknown,,unknown,private equity,"5,00,00,000",50000000.0,private_equity
28/01/2015,Grabhouse.com,unknown,,unknown,private equity,"25,00,000",2500000.0,private_equity
29/01/2015,Printvenue,unknown,,unknown,private equity,"45,00,000",4500000.0,private_equity
29/01/2015,Graphene,unknown,,unknown,private equity,"8,25,000",825000.0,private_equity
30/01/2015,Mad Street Den,unknown,,unknown,private equity,"15,00,000",1500000.0,private_equity
